"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Baltic Porter based on Bock","Baltic Porter",1.061,1.014,6.22,26.92,18.13
"Brown Maple Porter","Brown Porter",1.074,1.021,6.99,0,31.5
"BB Porter","Robust Porter",1.077,1.023,7.14,89.01,45.95
"Black Butte Porter Clone","American Porter",1.063,1.022,5.34,39.17,28.52
"Baltic Porter","Baltic Porter",1.081,1.017,8.41,46.03,30.17
"Awesome Stout Recipe","American Porter",1.067,1.022,5.89,20.19,50
"Robust Porter Tier 6","Robust Porter",1.06,1.017,5.69,55.68,41.19
"Coconut Vanilla Porter","Robust Porter",1.06,1.015,5.95,46.04,31.34
"Pantry Clean-out Porter","Robust Porter",1.055,1.013,5.54,52.27,18.9
"Shut up Meg Porter V1.2","American Porter",1.069,1.024,5.98,28.59,29.04
"Vanilla Bean Porter","American Porter",1.058,1.017,5.38,32.45,35.49
"Spite Row Perle Porter","Brown Porter",12.9233,3.42147,5.1,30.47,28.59
"Old Smokey","Robust Porter",1.052,1.013,5.19,41.42,27.85
"Raging Ferg's Baltic Style DIPA","Baltic Porter",1.083,1.021,8.12,114.48,21.59
"Darkstar   April","American Porter",1.068,1.017,6.69,33.65,34.77
"Pony Porter (PP2)","Robust Porter",1.054,1.01,5.72,37.75,34.66
"Oskuera Baltic Porter","Baltic Porter",17.6635,3.34107,7.82,29.99,24.54
"PB Jebruary","Brown Porter",1.064,1.022,5.61,14.84,25.27
"Monster Chocolate Cinnamon Porter","Baltic Porter",1.085,1.021,8.37,37.47,30.71
"Dark Honey Porter","Baltic Porter",1.072,1.024,6.31,35.5,34.76
"Vanilla Chocolate Bourbon Stout","American Porter",1.083,1.023,7.82,30.71,32.9
"Furuholms brown","Brown Porter",1.06,1.017,5.65,51.34,25.9
"Imperial Peanut Butter Porter","Brown Porter",1.062,1.019,5.64,22.27,48.84
"Black rock porter","Robust Porter",1.05,1.011,5.09,36.83,40
"Drrrty Protest Baltic Porter","Baltic Porter",1.084,1.024,7.93,35.88,24.3
"Leftovers","Baltic Porter",1.061,1.015,6.1,27.44,20.13
"Ichi Copo","Robust Porter",1.054,1.015,5.04,30.22,32.4
"Baltic Porter","Baltic Porter",1.073,1.012,7.99,37.43,41.68
"Port O' Palmer (P2)","Robust Porter",1.049,1.012,4.83,35.49,30.15
"Brande","Robust Porter",1.087,1.022,8.6,57.11,42.07
"What the Fug","Baltic Porter",1.075,1.019,7.8,44.34,36.24
"415 Robust Porter","Robust Porter",1.066,1.02,6.45,59.29,32.67
"Vanilla Porter bourbon chip aged","Brown Porter",14.2051,3.68169,5.68,57.77,36.56
"Orynx Smoked Porter","Robust Porter",1.076,1.021,7.18,32.1,34.47
"What the hell is wrong with me","American Porter",1.095,1.063,4.24,632.86,3.02
"The Taylor","American Porter",1.066,1.016,6.45,49.91,29.54
"3 bbl Big Black Cow","Baltic Porter",1.07,1.022,6.21,47.02,29.97
"Vanilla robust porter","English Porter",1.069,1.014,7.22,38.11,35.68
"Peated porter","Robust Porter",1.061,1.015,6.01,50.6,36.43
"Coconut Porter","Brown Porter",1.065,1.018,6.11,26.21,31.48
"Kona Coffee Porter","Robust Porter",1.064,1.011,6.89,26.45,46.54
"Coffee Porter","Brown Porter",1.049,1.013,4.76,27.6,27.89
"Rum barrel porter","Robust Porter",1.061,1.015,5.97,35.92,35.2
"Chocolate Maple Porter","Brown Porter",1.063,1.013,6.5,33.94,50
"Base Porter","American Porter",13.7222,2.99549,5.77,26.87,29.62
"Fire in the hole!","Robust Porter",1.065,1.014,6.76,34.4,28.88
"Bee Cave's Robust Porter BIAB","Robust Porter",1.058,1.012,6.08,47.43,35.6
"Delegate Zero","Baltic Porter",1.063,1.021,5.52,49.29,35.28
"Koschei the Deathless","Robust Porter",1.058,1.011,6.2,40.54,34.86
"Recession","Robust Porter",1.065,1.02,5.88,52.21,26.55
"ASK - Påskebrygg","Baltic Porter",1.064,1.016,6.26,22.36,23.94
"BjornharjaR Juleporter","English Porter",1.056,1.018,4.99,41.14,44.02
"Leggart Choc Vanilla Porter 22 Llitre","Brown Porter",1.055,1.018,4.87,30.07,32.39
"Experimental Brown Porter","Brown Porter",1.046,1.012,4.56,31.32,29.4
"Sparrow Hawk","Brown Porter",1.058,1.013,5.88,62.63,40
"Black Path","Baltic Porter",1.076,1.025,6.61,41.36,50
"American Brown Porter","Brown Porter",1.046,1.008,4.96,27.69,24.83
"Chocolate Porter","Robust Porter",1.057,1.02,4.86,38.26,42.42
"Three Thread Porter","Robust Porter",1.062,1.014,6.34,44.52,40
"Raspberry Choc Porter v1.2","American Porter",1.065,1.016,6.45,35.81,32.97
"Goose Milk Porter","American Porter",1.078,1.018,7.79,22.97,42.27
"Vanilla ""Ice"" Porter","Robust Porter",1.063,1.022,5.45,23.43,31.46
"Pecan Pie Porter","Baltic Porter",1.061,1.013,6.38,64.23,43.6
"EdWort's Robust Porter + Coffee","American Porter",1.067,1.021,6.05,49.69,38.42
"Joseph Dunn's Recipe","Robust Porter",1.076,1.019,7.44,0,34.96
"Robut Porter","Robust Porter",1.062,1.016,6.1,35.78,37.05
"Chocolate Porter","Robust Porter",1.057,1.016,5.42,50.45,26.65
"SchuBrew Porter","Robust Porter",1.066,1.016,6.5,37.54,40
"Winter Warmer","Baltic Porter",1.064,1.017,6.25,58.96,28.42
"Bear Down Porter","Brown Porter",1.069,1.021,6.22,46.46,41.06
"#101: Mint Chocolate Milk Stout","American Porter",1.08,1.019,7.97,90.49,50
"Cinnamon Raisin Porter","Robust Porter",1.073,1.028,5.88,31.48,27.51
"Freyja Brau (OXO?? )","Robust Porter",1.054,1.015,5.11,22.51,29.29
"Morning Wood","American Porter",1.062,1.009,6.92,56.13,38.37
"Guido's Porter","Baltic Porter",1.069,1.019,6.54,43.7,40.37
"3-3-3 Porter","Robust Porter",1.05,1.013,4.94,34.82,33.24
"Peanut butter Porter","Robust Porter",1.068,1.017,6.73,60.41,50
"Smoked Porter","Robust Porter",1.076,1.014,8.05,43.52,38.33
"Pin-Lock Porter","Robust Porter",1.058,1.015,5.75,34.98,34.17
"Robust Porter","Robust Porter",1.069,1.01,7.73,33.19,50
"Kaffelars","Robust Porter",1.065,1.02,5.86,37.68,32.18
"Moore Creek Porter","American Porter",1.053,1.015,4.97,57.9,30.12
"Noob Porter","English Porter",1.047,1.009,5.01,19.74,26.03
"Sea Of Cowards Robust Porter","Robust Porter",1.051,1.01,5.42,47.37,28.92
"Modern London Porter","Brown Porter",1.055,1.014,5.36,25.34,32.12
"Brown Rye Porter","Brown Porter",1.052,1.013,5.09,27.17,23.39
"Tactical Porter","American Porter",1.057,1.011,6.04,38.47,48.65
"Cardamom Porter","Brown Porter",1.068,1.023,5.84,0,21.68
"Sendero Oscuro","Brown Porter",1.058,1.016,5.43,33.71,28.32
"Garasjeporter","Robust Porter",1.055,1.013,5.59,46.22,29.58
"Itty Bitty Black","Robust Porter",1.041,1.01,4.03,21.95,31.85
"Tempe Closet Great Pumkin","Robust Porter",15.3727,5.33224,5.47,34.21,23.51
"Puppy Imperial Porter","American Porter",1.087,1.015,9.56,65.14,50
"Apoc's Big Girl Brown","Brown Porter",1.054,1.018,4.77,22.59,26.47
"Porter mk 2","American Porter",1.061,1.015,6.07,43.93,25.6
"Sasquash Pumpkin Porter","Baltic Porter",1.071,1.015,7.28,30.92,30.64
"Saint Paul Cardamom Porter","English Porter",1.056,1.014,5.58,38.62,27.38
"Ultimate Porter","Robust Porter",1.049,1.011,4.94,35.51,26.28
"Diamond Coffee Chocolate Porter","Robust Porter",1.075,1.019,7.43,103.12,36.04
"Pirate Honey Porter","Robust Porter",1.061,1.017,5.8,25.45,32.62
"Coconut Porter","Robust Porter",1.055,1.018,4.81,36.93,35.79
"Engelskmann i Onsøy","English Porter",1.048,1.01,5.1,23.98,26.17
"Vanilla porter","Brown Porter",1.049,1.014,4.66,20.41,28.2
"Porter 10L","Brown Porter",1.049,1.013,4.78,19.93,25.48
"Portier III","Baltic Porter",1.072,1.02,6.83,36.41,26.46
"Malt Funny Attack","Robust Porter",1.056,1.016,5.3,36.36,31.38
"Mocha porter","Brown Porter",1.056,1.012,5.83,31.3,34.35
"Sir Percival Brown Porter","Brown Porter",1.038,1.01,3.66,16.7,25.06
"Robust Porter","Robust Porter",1.065,1.016,6.34,0,34.64
"Robust Porter BCS session strength","American Porter",1.05,1.009,5.32,34.69,30.91
"Porter","Robust Porter",1.084,1.02,8.41,0,50
"Porter (50L)","American Porter",1.062,1.01,6.73,32.64,34.97
"Thanksgiving Porter","Brown Porter",1.062,1.016,6.13,33.54,38.86
"Smoked Porter","American Porter",1.064,1.017,6.22,33.39,32.25
"Stab","Baltic Porter",1.089,1.021,8.89,26.73,36.72
"Strong Porter","Brown Porter",1.072,1.015,7.48,25.15,49.45
"Barrel Porter","Robust Porter",1.054,1.015,5.12,27.79,27.57
"Black Dynamite","Robust Porter",1.066,1.018,6.36,7.77,42.1
"Two Yeast Porter","Robust Porter",1.076,1.017,7.71,37.84,39.4
"Gingerbread Pumpkin Porter","American Porter",1.07,1.018,6.86,66.45,32.04
"Brown twoj browar","Brown Porter",12.4261,3.20511,4.94,26.99,24.76
"Classic porter","Brown Porter",1.052,1.015,4.94,24.76,26.09
"Rostocker Baltic Porter","Baltic Porter",1.075,1.021,7.11,26.28,31
"Historic Porter 1818","English Porter",1.063,1.017,6.06,41.97,21.2
"Founder's Porter clone","American Porter",1.066,1.017,6.46,50.81,41.7
"Wildwoods Robust Porter","Robust Porter",1.088,1.022,8.64,0,39.9
"A Shot in the Dark Stout","American Porter",1.045,1.013,4.09,99.08,50
"Baltic Porter","Baltic Porter",1.07,1.018,7.27,34.33,23.08
"Le Main Black Butt Porter","Robust Porter",1.065,1.017,6.34,36.63,31.57
"Nutty Irish Mochalatte Porter","Robust Porter",1.065,1.016,6.42,39,31.98
"Snow Plow Porter","Brown Porter",1.059,1.016,5.61,58.15,43.54
"Chocolate pirate porter","Baltic Porter",1.086,1.018,8.87,37.36,28.55
"Omega Porter","Brown Porter",1.069,1.015,7.02,23.6,23.7
"Midnight porter  dark malt explosion","Robust Porter",1.058,1.022,4.74,58.3,40
"Pict's Porter","Robust Porter",1.064,1.016,6.26,0,39.07
"Mild/porter","English Porter",1.042,1.011,4.15,20.46,21.37
"Kjeller 5 Robust Porter 25 l","Robust Porter",1.058,1.014,5.78,29.29,32.74
"Pre-Prohibition Pecan Porter","Robust Porter",1.074,1.021,7.01,29.7,31.57
"Murky Water Porter Potty Blue Porter","Brown Porter",1.051,1.013,5.03,34.94,28.01
"English Porter","English Porter",1.051,1.013,4.93,22.68,29
"Pumpkin Imperial Porter","Robust Porter",1.084,1.019,8.63,67.73,49.28
"MFB - Rockaway Whiskey Rye","Robust Porter",1.063,1.015,6.34,44,28.55
"2015 - 10/31 - Sherlock's English Porter","Robust Porter",15.1398,4.34507,5.86,49.54,27.39
"Transporter","English Porter",1.048,1.013,4.53,28.1,21.2
"Hazelnut Porter","Brown Porter",1.049,1.014,4.58,35.39,38.29
"IRISH BOURBON PORTER","Robust Porter",1.078,1.018,7.89,41.39,39.49
"Chocolate Vanilla Porter","Robust Porter",1.059,1.017,5.49,31.52,30.87
"Orynx Smoked Porter","Robust Porter",1.071,1.02,6.68,0,38.49
"P4 #1 - Straight Up Brown Porter","English Porter",13.0668,2.46055,5.68,33.7,25.92
"Bourbon VIP","Baltic Porter",1.078,1.016,8.07,66.84,45.41
"Bourbon barrel porter","Robust Porter",1.047,1.015,4.22,26.64,29.28
"Nut Porter","Brown Porter",12.2864,3.39763,4.76,25.98,27.22
"Smokestack Baltic Porter","Baltic Porter",1.065,1.012,6.94,40.67,25.19
"Soof Porter","American Porter",1.047,1.009,5.08,38.54,34.89
"Up North Maple Porter","Robust Porter",1.057,1.014,5.57,37.51,34.66
"Midsommarporter Skarpängs Hantverksbryggeri...","Robust Porter",1.064,1.015,6.42,57.22,26.21
"Patriot Porter","Brown Porter",1.046,1.009,4.87,29.15,28.64
"Gluten Free Porter","American Porter",1.055,1.017,4.99,18.09,41.9
"Capsicum Mole Porter","English Porter",12.6697,4.18783,4.56,30.51,28.76
"Morning Moose Chocolate Coffee Oatmeal Stout...","American Porter",1.051,1.01,5.39,69.53,49.74
"Brown Porter - Brown Malt","English Porter",1.046,1.012,4.57,39.78,29.96
"The Nightcap V1.5","American Porter",1.061,1.011,6.51,38.39,33.01
"Chocolate Vanilla Porter","Robust Porter",1.06,1.016,5.77,31.63,34.76
"Corleone Kaffeporter.","Robust Porter",1.067,1.019,6.23,21.54,40
"Half Lit","Baltic Porter",1.079,1.023,7.27,37.58,29.73
"Rowdy Rector Robust Porter","Robust Porter",1.059,1.017,5.46,30.11,27.03
"Vanilla Porter","American Porter",1.057,1.015,5.5,35.56,37.65
"Caramel Wheat Porter","Brown Porter",1.052,1.012,5.27,25.09,27.83
"Ægir Natt Pumps Round","Brown Porter",1.101,1.018,10.87,35.74,50
"Coffee Chocolate Porter","Baltic Porter",1.074,1.024,6.58,27.57,23.59
"Smoked Porter #3","Robust Porter",1.061,1.017,5.78,26.03,28.24
"Coffee Porter 20L","Robust Porter",1.06,1.015,6.03,40,40.07
"Brad's All-Malt Porter","Baltic Porter",1.048,1.011,4.94,0,25.87
"Barren Hill Tavern and Brewery Justa Porter ...","Brown Porter",1.05,1.012,4.95,24.37,50
"Dark Strong","Robust Porter",1.062,1.012,6.55,64.23,30.1
"Fermi Paradox","American Porter",1.107,1.028,10.39,55.7,50
"Miglanc","Robust Porter",15.6178,3.75354,6.44,45.1,43.37
"Ben's porter.","American Porter",1.056,1.01,6.04,33.72,27.22
"Baltic Porter","Baltic Porter",1.074,1.013,8.03,41.24,25.68
"It's a nice day for a brown wedding","Brown Porter",1.061,1.017,5.72,25.66,23.98
"Porter #10","Baltic Porter",1.081,1.019,8.19,60.47,44.68
"Robust Porter - Modern Homebrew recipes","Robust Porter",1.057,1.016,5.4,32.19,41.21
"Honey spiced porter","Robust Porter",1.071,1.02,6.72,53.34,50
"Nightrider","English Porter",1.036,1.007,3.86,50.4,40.68
"Porter","Robust Porter",1.065,1.015,6.48,37.52,33.86
"Pat's robust porter","Robust Porter",1.06,1.019,5.38,41.92,40.6
"Vanilla Coffee Porter","Robust Porter",1.069,1.018,6.64,63.15,32.84
"Robust Robust Porter Tier 8 AF","Robust Porter",1.076,1.021,7.28,64.9,50
"Black Viking Porter","Baltic Porter",1.07,1.017,7.02,23.98,30.02
"Bourbon Barrel Baltic Porter","Baltic Porter",1.089,1.021,8.94,27.52,23.81
"Porter","Robust Porter",1.087,1.024,8.24,45.65,33.7
"Brown Porter BIAB (KIT)","American Porter",1.057,1.017,5.26,29.31,28.09
"Robust Porter Tier 7","Robust Porter",1.062,1.016,6.06,51.82,29.02
"Exuro Hazelnut Chocolate Porter","Brown Porter",1.077,1.028,6.48,24.92,40
"Basic Porter","Robust Porter",1.04,1.011,3.85,78.3,30.26
"Black Butte Clone","American Porter",1.055,1.018,4.79,28.34,30.09
"Banyai American Stout  20314","Robust Porter",1.063,1.018,5.93,46.5,40
"Autumn Wind Black Ale","Robust Porter",1.071,1.023,6.36,64.97,41.65
"Portier VI","English Porter",1.044,1.012,4.14,21.05,24.96
"Blueberry Porter","American Porter",1.066,1.017,6.48,50.7,50
"Proper Porter","Robust Porter",1.064,1.017,6.13,56.44,38.94
"Banded Horn Jolly Woodsman Clone","Brown Porter",1.057,1.015,5.42,32.94,8.95
"377 Robust Porter 15%","Robust Porter",1.076,1.021,7.24,64.4,50
"Coffee Porter #2","American Porter",1.065,1.016,6.4,45.63,47.56
"Hot Cakes","American Porter",1.104,1.026,10.27,75.97,41.73
"Vanilla Chai Porter","American Porter",1.064,1.017,6.13,0,32.04
"Chocolate Porter","Robust Porter",1.071,1.018,7,35.17,35.68
"Black Magic Porter","Robust Porter",1.047,1.009,4.98,42.67,33.17
"OSCURA 1","Robust Porter",1.06,1.013,6.05,9.01,24.13
"Chocolate Lavender Porter","American Porter",1.07,1.022,6.29,34.74,42.2
"Neopolitan","American Porter",1.054,1.012,5.58,39.7,38.48
"Vanilla Coffee Porter","Brown Porter",1.062,1.015,6.08,27.97,34.25
"Rustic Chocolate Orange Porter","Robust Porter",1.053,1.013,5.19,35.11,32.87
"Port O'Palmer Porter","Brown Porter",1.049,1.014,4.55,37.65,28.09
"Fossane Bryggeri - Portør - GF edition","Robust Porter",1.062,1.01,6.75,48.35,35.06
"Peated porter 2","Robust Porter",1.064,1.015,6.39,46.58,40.34
"Stone Epic 2009 Imperial Portal with Spices...","Robust Porter",1.081,1.013,8.93,99.57,49.77
"Brown Vanilla Porter","American Porter",1.056,1.015,5.49,28.1,30.72
"Hefe Porter Choc/PB/Bananna V1.3","American Porter",1.061,1.014,6.17,40.04,24.95
"Black Squirrel Stout","American Porter",1.008,1.002,0.83,0,2.4
"Row boat porter","Robust Porter",1.063,1.016,6.15,43.16,28.57
"Anthony V3","Robust Porter",1.074,1.021,6.84,42.92,38.61
"Rebel rye porter","Robust Porter",1.062,1.016,6.14,0,13.03
"Black IPA","Robust Porter",1.061,1.017,5.78,57.03,33.06
"London Porter","Brown Porter",1.052,1.016,4.78,33.03,22.58
"Bristol Porter 2","Robust Porter",1.041,1.011,3.94,46.61,39.65
"PB Porter","Robust Porter",1.053,1.01,5.62,38.5,50
"London Porter - Halloween brew","Robust Porter",1.055,1.013,5.53,40.47,40.52
"Porter","American Porter",1.062,1.016,6.05,30.23,36.4
"Rye & oat porter","Brown Porter",1.04,1.011,3.77,12.9,26.38
"CHOCOLATE HAZELNUT PORTER","American Porter",1.088,1.024,8.46,32.2,38.15
"Vanilla Bourbon Porter","Robust Porter",1.064,1.016,6.3,58.74,42.17
"Smores Baltic Porter","Baltic Porter",1.062,1.018,5.84,29.07,24.67
"FIUK PORTER","American Porter",1.054,1.012,5.56,25.94,33.43
"Dark Ruby Mild","Brown Porter",1.068,1.013,7.28,39.5,17.58
"Tractor Fuel","English Porter",1.07,1.02,6.53,31.32,26.07
"?rt","Baltic Porter",1.076,1.018,7.69,25.77,40.75
"Triple S Porter","Brown Porter",1.056,1.013,5.65,27.68,32.35
"#31 Lakritsaporter","Brown Porter",1.053,1.012,5.34,29.69,20.35
"Wizard Blood Porter","Brown Porter",1.048,1.009,5.06,33.64,29.55
"Porter #1","English Porter",1.051,1.012,5.04,24.76,23.91
"Robust Porter","Robust Porter",1.066,1.019,6.12,38.65,38.35
"Stolen Truth Imperial Porter","American Porter",1.095,1.024,9.39,49.11,40
"Honey porter","Robust Porter",1.053,1.013,5.18,27.4,27.6
"Hamblen Sour Cab Sav Porter","American Porter",1.061,1.015,6,11.96,23.04
"Edmund Fitzgerald Porter","Robust Porter",1.059,1.018,5.39,50.29,42.86
"Friday Porter","Robust Porter",1.055,1.013,5.52,41.85,23.1
"Imperial Porter","Baltic Porter",24.0006,6.39068,9.95,70.2,45.76
"Port in the storm","Brown Porter",1.037,1.009,3.77,34.84,28.37
"Coco Porter","Robust Porter",1.06,1.015,5.88,32.38,38.33
"Smoke porter","Baltic Porter",1.076,1.02,7.45,51.1,50
"Boris & Natasha","Baltic Porter",1.079,1.019,7.96,37.58,25.74
"Phat Bottom Honey Porter","Robust Porter",1.062,1.02,5.56,14.04,28.98
"Pirate's Dream Coconut Porter","American Porter",1.055,1.019,4.83,28.58,50
"Konzen Porter Café","Brown Porter",1.048,1.012,4.67,32.72,21.57
"Robust Porter","Robust Porter",1.056,1.018,4.88,40.08,30.86
"Vanilla Bourbon Imperial Porter","Brown Porter",1.082,1.019,8.24,47.2,32.63
"Piston Porter","Brown Porter",1.062,1.022,5.25,31.67,38.02
"Rosadin  Porter","Robust Porter",1.062,1.018,5.66,55.37,22.96
"Ode to Black Butte Porter","Robust Porter",1.066,1.023,5.59,31.71,28.26
"Chocolate Coffee Porter","Robust Porter",1.054,1.014,5.34,27.18,30.56
"Weslley","Brown Porter",1.05,1.011,5.05,21.97,26.01
"NHC Porter - 2015","Robust Porter",1.064,1.012,6.84,34.43,34.87
"Mr Coffee Porter","Brown Porter",1.049,1.012,4.82,0,30.63
"Baltic Porter","Baltic Porter",1.085,1.02,8.61,24.93,31.01
"Awesome Recipe","American Porter",1.078,1.023,7.24,33.02,50
"PBJ STOUT","American Porter",17.2915,6.34781,6.03,35.33,43.97
"Orginal Porter - 1750","Baltic Porter",1.085,1.023,8.16,65.26,33.21
"Portier VII","English Porter",1.043,1.01,4.34,24.88,24.77
"For the Love of Chocolate","American Porter",15.1623,3.94002,6.32,26.26,40.49
"1805 Barclay Perkins Brown Stout","English Porter",1.078,1.022,7.3,104.71,30.95
"DMASH Porter","Brown Porter",1.046,1.014,4.2,26.23,20.45
"Nosfaratu's Return","American Porter",1.075,1.017,7.54,23.62,40.49
"Pickwick porter","Robust Porter",1.049,1.01,5.08,36.64,32.85
"Tungsint","American Porter",1.139,1.031,14.09,112.35,50
"Stout","American Porter",1.069,1.013,7.26,60.46,50
"Shorter Porter","Brown Porter",1.004,1.001,0.35,40.92,6.21
"Darkness","Robust Porter",1.051,1.01,5.36,52.11,42.84
"Robust Porter","Robust Porter",1.059,1.014,5.91,26.89,30.71
"Pour Some Porter On Me","American Porter",1.057,1.011,5.99,36.7,37.47
"Peanut Butter Porter","American Porter",1.052,1.014,4.96,45.13,35.32
"Bourbon Vanilla Porter","Robust Porter",1.063,1.015,6.33,59.8,36.81
"Darker With The Day","Robust Porter",1.062,1.014,6.32,41.04,31.26
"Brown Suger Rye Porter2","Robust Porter",1.065,1.019,6.01,67.96,24.7
"1804 Barclay Perkins TT Porter","English Porter",1.061,1.014,6.16,73.75,28.01
"The Wrath of Java","Brown Porter",1.049,1.012,4.87,31.56,40.29
"Robust Brown Porter Extract","Robust Porter",1.06,1.017,5.66,33.34,27.81
"Hockeyporter/Hoppyporter - grundreceptet","American Porter",1.091,1.015,9.87,60.74,38.86
"Snook Rogenporter","Baltic Porter",1.063,1.017,5.99,17.14,50
"Porter - Mark 3 Coconut (ABS Conversion from...","English Porter",1.067,1.018,6.48,41.79,39.34
"CD Porter (Choc & De-bit)","Brown Porter",1.05,1.014,4.77,27.14,29.76
"Humahuma","American Porter",1.026,1.006,2.55,0,3.59
"Robust porter","Robust Porter",1.06,1.012,6.21,39.38,28.3
"Black Butte Porter","Robust Porter",1.057,1.018,5.2,30.32,22.88
"Whole Foods Porter","Baltic Porter",1.057,1.013,5.72,42.75,30.23
"Blackburst Porter","Robust Porter",1.057,1.014,5.75,35.43,30.36
"Neaportertan 10 gal","Robust Porter",1.066,1.016,6.63,23.78,40
"Brown Porter Jamil","American Porter",1.046,1.009,4.93,23.48,25.28
"Silky Smooth Stout","American Porter",1.044,1.012,4.18,38.98,39.46
"Imperial Stout","American Porter",1.089,1.024,8.55,0,40.99
"Porter","Robust Porter",1.05,1.012,4.98,37.71,35.02
"Smoke Bomb","American Porter",1.072,1.018,7.08,0,35.82
"Porter 8 gal","American Porter",1.063,1.017,6.09,46.41,30.82
"Lakrisporter","Brown Porter",1.055,1.011,5.72,22.54,25.27
"Pumpkin porter","Brown Porter",1.041,1.01,4.07,17.28,23.32
"Muddy Paws","American Porter",1.06,1.014,5.99,31.24,50
"Awesome Recipe","Robust Porter",1.054,1.01,5.77,34.37,5.3
"Smoke Stone Vanilla Porter 2016","Robust Porter",1.057,1.012,5.97,27.48,28.65
"Bell Cow Porter Clone","Robust Porter",1.056,1.017,5.16,26.07,24.5
"La Prêt-à-Porter","Baltic Porter",1.082,1.015,8.85,34.21,32.06
"05 Darker Side Of Mild II (TTP)","English Porter",1.054,1.016,5.04,29.11,30.76
"Pumped Up Porter","Robust Porter",1.059,1.011,6.3,41.55,28.9
"Clockwork S'morange","Brown Porter",1.055,1.013,5.56,17.7,17.76
"Calibration Porter","Robust Porter",1.06,1.011,6.33,33.12,32.06
"Wizard's Sleeve","English Porter",1.05,1.013,4.9,21.15,27.15
"Robust Porter (PM)","Robust Porter",1.062,1.015,6.15,36.44,30.18
"Vanilla Porter","American Porter",1.051,1.01,5.43,33.28,34.22
"Highland House Porter","Baltic Porter",1.068,1.021,6.16,41.28,42.33
"Porter  Coffee  Coco 10 gal","Robust Porter",1.072,1.023,6.47,35.44,29.87
"BALTIC PORTER","Baltic Porter",1.077,1.024,6.96,67.84,31.58
"TREMILY!!!","Robust Porter",1.054,1.012,5.55,26.18,34.56
"Brown Ale","Baltic Porter",1.073,1.017,7.36,20.21,23.82
"Breaking All The Rules","American Porter",1.062,1.017,6.01,41.37,49.97
"Bad timings bad brew","Baltic Porter",1.069,1.016,7,58.34,39.92
"SPP3","American Porter",1.072,1.013,8.06,45.71,37.24
"Tempe Closet Cocoffee Porter","American Porter",14.9957,3.70852,6.11,30.54,34.1
"Sweet hanse porter","American Porter",13.0451,5.222,4.23,19.65,31.08
"Brown Bag Porter","Brown Porter",1.061,1.015,6.01,28.21,25.88
"Porter","Robust Porter",1.056,1.016,5.26,28.62,33.23
"Pending Porter","English Porter",1.04,1.011,3.74,45.29,28.62
"French Press Porter","American Porter",1.064,1.015,6.45,41.33,34.91
"Dark Chocolate Porter","Brown Porter",1.051,1.012,5.15,14.12,33.84
"Tart Cherry Porter (197)","Robust Porter",1.066,1.015,6.71,47.27,36.79
"Ultimate Porter","Brown Porter",1.052,1.014,5.01,38.44,31.54
"Sparrow hawk porter/1 gal","American Porter",1.053,1.012,5.31,36.37,28.28
"Calico Jack Rum Raisin Porter","English Porter",1.048,1.012,4.77,40.19,22.21
"Spite Row  Smoked Porter II","Brown Porter",11.3342,2.12329,4.9,25.44,27.89
"Honey Porter","Baltic Porter",1.065,1.014,6.7,41.66,28.59
"Test","Robust Porter",1.064,1.015,6.43,26.92,29.69
"Rum raisin porter","Brown Porter",1.05,1.014,4.75,15.69,26.24
"Killer Coconut 2","Robust Porter",1.104,1.03,9.74,29.78,39.86
"Smoked porter 13gal","Brown Porter",1.056,1.014,5.46,31.65,31.26
"Coffee Porter","Robust Porter",1.06,1.016,5.78,86.47,36.02
"Stout Lady","Robust Porter",1.061,1.015,6.02,56.76,33.82
"Chocolate Hazelnut Porter","Robust Porter",1.064,1.018,6.13,37.05,34.49
"Porter la luna","American Porter",1.065,1.017,6.3,28.72,37.71
"North Coast Porter","American Porter",1.061,1.016,6.01,34.6,34.12
"Aussie Porter","Robust Porter",1.061,1.014,6.18,27.19,28.42
"DARK MOON PORTER","Baltic Porter",1.052,1.013,5.13,26.01,38.33
"Martin Luther Porter","American Porter",1.057,1.013,5.8,39.6,33.34
"Porter","English Porter",1.05,1.014,4.76,47.29,34.98
"Santa's Stick","Brown Porter",1.067,1.023,5.76,43.29,37.31
"SN Porter","Baltic Porter",1.047,1.013,4.42,73.02,29.72
"That's Nuts Chocolate Hazelnut Porter","Brown Porter",1.074,1.017,7.52,34.71,40
"Porter (Bourbon Vanilla option)","American Porter",1.053,1.01,5.62,37.91,31.54
"Porter 1","Robust Porter",1.058,1.016,5.56,55.19,34.4
"BBP","American Porter",1.094,1.022,9.55,42.83,50
"Robust Porter","Robust Porter",1.065,1.016,6.41,46.82,35.06
"Robust Porter #1","Robust Porter",1.095,1.032,8.29,43.72,36.27
"Robust Porter","Robust Porter",1.051,1.014,4.79,27.23,50
"Rye Peach Porter","Baltic Porter",1.073,1.023,6.57,20.42,28.57
"Imperial Raspberry Robust Porter","Robust Porter",1.085,1.02,8.47,60.51,37.53
"Battle Porter","Baltic Porter",1.086,1.029,7.46,32.92,29
"Aj porter 2","Robust Porter",1.064,1.021,5.57,31.36,33.94
"Kaamosritari","American Porter",1.06,1.012,6.34,41.41,29.9
"Ye Newe Porter","Robust Porter",1.062,1.016,6.14,31.41,32.79
