"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Black Butte Porter Clone","Robust Porter",1.059,1.02,5.18,33.14,27.08
"Dagmar Mocha Porter","Robust Porter",1.054,1.014,5.14,61.04,35.36
"Powell Vegas Porter","Brown Porter",1.054,1.017,4.85,38.34,34.33
"Fullers London Porter","Baltic Porter",1.052,1.013,5.1,26.62,26.58
"Ubuntu Porter","Robust Porter",1.063,1.016,6.09,32.78,27.55
"Jet Black Pope Porter","American Porter",1.123,1.033,11.93,74.53,40.23
"Jim's Denny's Vanilla Bourbon Porter","Robust Porter",1.08,1.019,7.93,40.79,40.29
"Baldys bitter orange porter","Robust Porter",1.065,1.016,6.38,37.71,32.82
"MacHendry's G. Washington's Patriot Porter...","Baltic Porter",1.086,1.021,8.44,0,35.8
"Black Oil Porter - Braumeister 20L","Robust Porter",1.062,1.019,5.54,28.94,34.77
"Vanilla Porter","Robust Porter",1.065,1.016,6.39,0,41.96
"Portly Ryed","Robust Porter",1.062,1.014,6.32,47.7,36.35
"Edmund Fitzgerald Clone","American Porter",1.064,1.012,6.79,46.02,31.32
"TTP Christmas Brew","Robust Porter",1.054,1.015,5.16,32.5,27.26
"Baltic Porter","Baltic Porter",1.06,1.011,6.5,28.14,30.23
"Honey porter","English Porter",1.048,1.012,4.73,27.76,25.2
"Neuse River Porter","Robust Porter",1.057,1.016,5.3,20.3,37.86
"Robust Robust Porter Tier 9","Robust Porter",1.076,1.021,7.24,69.77,50
"07 Pacific Porter","Baltic Porter",20.9231,3.99693,9.37,55.48,37.65
"???","English Porter",1.051,1.012,5.14,31.91,29.25
"Bourbon Island Vanilla Porter","Robust Porter",1.055,1.014,5.41,0,32.38
"Black Widow","Baltic Porter",1.069,1.014,7.19,50.26,50
"Porter","Robust Porter",1.057,1.018,5.19,43.8,24.59
"Dry Dock Urca Vanilla Porter","Brown Porter",1.052,1.013,5.15,28.84,32.22
"Now We're Quacking Porter v. 3.0","Robust Porter",1.07,1.017,6.98,0,41.2
"Chocolate Porter","American Porter",1.059,1.015,5.79,37.12,34.81
"Chocolate Molasses Porter","Robust Porter",1.066,1.016,6.46,59.59,39.41
"Vanilla Turkey Porter","Robust Porter",1.093,1.023,9.1,0,47.3
"Irish Coffee Porter","Baltic Porter",1.064,1.019,6,59.58,36.13
"Sabotør Porter","Brown Porter",1.074,1.033,5.39,30.34,35.33
"Shue's Brews Kitchen Sink Imperial Porter...","Robust Porter",1.102,1.026,10.06,0,33.6
"English Porter","Brown Porter",1.062,1.012,6.5,41.24,21.47
"Midnight Lulaby Boysenberry Porter","Robust Porter",1.063,1.016,6.21,35.11,39.17
"2016 Imperial Coffee Porter","American Porter",1.088,1.02,8.93,52.86,29.57
"Pumpkin Porter","American Porter",1.055,1.01,5.87,44.61,33.76
"Cherry Vanilla Porter","American Porter",1.055,1.011,5.7,41.55,44.23
"Porter (5 BIAB)","American Porter",1.058,1.015,5.71,45.14,30.11
"Benji's Peanut/chocolate porter","Baltic Porter",1.069,1.019,6.52,48.71,40
"Tantrum Porter","Robust Porter",1.061,1.015,6,42.46,31.29
"Potential Porter","Robust Porter",1.065,1.018,6.11,35.26,29.05
"Happy Holidays Vanilla Porter","Baltic Porter",1.061,1.017,5.76,27.31,32.81
"Belgian Porter","Baltic Porter",1.086,1.014,9.4,36.87,20.63
"Chocolate Peanut Butter Porter","Brown Porter",1.046,1.009,4.87,34.41,26.73
"Porter Tweakage","Robust Porter",1.068,1.019,6.45,36.1,40
"Try a stab at Baltic Porter","Baltic Porter",1.08,1.018,8.13,31.34,27
"Porter brewed 03-08-2014","Robust Porter",1.063,1.018,5.92,48.38,33.12
"Coffee Vanilla Porter","Baltic Porter",1.074,1.015,7.79,46.49,30.81
"KHL Baltic Porter","Baltic Porter",1.086,1.022,8.48,30.93,27.74
"1821 Barclay Perkins TT - Porter","Brown Porter",1.057,1.016,5.36,77.83,22.94
"Black Ruby Porter (2014 sjporr entry  3rd in...","Robust Porter",1.055,1.016,5.18,40.69,37.86
"Nevermore Porter","Robust Porter",1.06,1.017,5.68,43.13,34.26
"Fullers London Porter","Brown Porter",1.061,1.02,5.28,38.51,37.76
"Cinnamon Porter","Robust Porter",1.063,1.015,6.36,21.15,27.78
"Chocolate Wheat Porter","Brown Porter",1.051,1.013,5.03,29.37,24.26
"Blackberry Porter","Brown Porter",1.049,1.012,4.93,28.08,28.47
"PBallin'","Robust Porter",1.068,1.019,6.43,66.45,38.32
"Taddy Porter","Brown Porter",1.052,1.012,5.29,27.08,25.45
"Straight Outta Compton","Robust Porter",1.06,1.013,6.17,42.43,50
"Brew #026 - smoked chilli porter","English Porter",1.048,1.009,5.13,26.51,26.15
"#51 Smoked Plum Baltic Porter","Baltic Porter",21.2469,5.61415,8.72,35.37,27.74
"Twisted Trista's Creme Porter","Brown Porter",1.076,1.019,7.46,0,46.82
"Peanut Butter Jelly Time","Brown Porter",1.052,1.013,5.14,30.59,26.7
"Black Pearl Porter (AG)","Robust Porter",1.058,1.018,5.35,10.06,29.03
"Brown Porter Mój","Brown Porter",11.6153,2.75223,4.73,22.7,23.61
"AIH Vanilla Porter","Robust Porter",1.052,1.01,5.54,31.79,23.79
"Orange ChiliPepper Porter","Brown Porter",1.06,1.015,5.85,0,24.07
"Shorter Porter","Robust Porter",1.063,1.016,6.23,41.55,28.64
"Sour Robust Porter  - Barrel Aged","Baltic Porter",1.098,1.016,10.71,60.73,41.25
"Khroma Porter final*","Robust Porter",1.065,1.019,6.04,48.75,28.85
"Vanilla Porter v2","Baltic Porter",1.052,1.012,5.18,28.26,35.9
"?? Porter","American Porter",1.063,1.016,6.22,49.07,33.32
"Fuller's London Porter Modern","English Porter",1.055,1.013,5.48,32.67,24.86
"Snowplow porter - midwest extract kit","American Porter",1.064,1.016,6.58,64.48,26.55
"Pumpkin porter","Robust Porter",1.055,1.013,5.51,51.91,31.42
"Chocolate Orange Porter","Brown Porter",1.057,1.017,5.24,53.04,25.62
"Dry Dock Naked Porter","Brown Porter",1.055,1.019,4.84,18.71,40
"BYR","American Porter",1.063,1.012,6.61,25.71,36.12
"6 malt porter version 3","Brown Porter",1.049,1.009,5.27,27.12,23.86
"Ben the Porter","Brown Porter",1.046,1.012,4.47,49.92,29.97
"EXTRA Dark Extract Coffee Porter","Robust Porter",1.058,1.016,5.53,37.96,19.08
"Gary Faria's Recipe","Brown Porter",1.06,1.015,5.88,0,32
"O'Cheillaigh","Robust Porter",1.078,1.021,7.47,55.93,40
"Raspberry Baltic Porter","Baltic Porter",17.5328,4.94656,6.91,21.68,30.4
"Blueberry Coffee Porter","Robust Porter",1.068,1.02,6.32,24.53,29.61
"Porter","Brown Porter",1.033,1.008,3.37,32.45,26.01
"Robust Porter","Robust Porter",1.054,1.015,5.19,25.07,29.51
"Baltic Porter","Baltic Porter",1.089,1.021,8.89,27.31,26.16
"Brown Porter Belgian Malts","Brown Porter",1.05,1.014,4.74,34.06,30.41
"Geo ""Argon""auts Milky Way Porter","Robust Porter",1.058,1.014,5.81,33.83,34.63
"Caledonian style porter","Brown Porter",1.044,1.012,4.14,27.16,17.8
"12 Paw Robust Porter","American Porter",1.072,1.022,6.54,31.41,50
"Imperial Bermudian Porter","Baltic Porter",1.094,1.024,9.24,0,38.41
"Juodvarn?","Robust Porter",1.075,1.018,7.94,29.24,33.75
"Midnight Rambler","Robust Porter",1.063,1.016,6.12,31.6,30.32
"Chocolate Rye Porter","Baltic Porter",1.091,1.027,8.38,39.94,13.59
"Cherry Bomb!","Robust Porter",1.032,1.009,3.05,38.79,36.57
"Boris' Baltic Porter","Baltic Porter",1.064,1.017,6.09,31.98,29.1
"Dark Vanilla Love","Baltic Porter",1.057,1.019,4.98,20.8,40
"Basic B Porter","Robust Porter",1.052,1.013,5.11,35.29,29.5
"Winter Porter","Robust Porter",1.061,1.016,5.85,31.28,34.44
"Pterodactyl porter","American Porter",1.062,1.017,5.94,38.3,30.75
"Coconut Porter","Brown Porter",1.054,1.014,5.33,17.48,33.85
"Chocolate Porter","Robust Porter",1.072,1.019,6.99,44.56,45.25
"Dirty Fingernails","Robust Porter",1.061,1.016,5.9,0,33.1
"Black Butte Porter","Robust Porter",1.061,1.018,5.62,30.6,26.68
"Steven's Refreshing Brew","Robust Porter",1.063,1.016,6.19,0,36
"Porch Party Porter","Robust Porter",1.094,1.022,9.48,56.24,49.9
"London Porter AD1830","Robust Porter",1.072,1.023,6.38,38.18,30.91
"Smoke house","Brown Porter",1.049,1.015,4.45,24.82,26.73
"Truffle Shuffle - Chocolate Hazelnut Porter...","Robust Porter",1.07,1.02,6.64,32.7,35.33
"4Gs Porter","Robust Porter",1.049,1.013,4.73,43.28,33.69
"Sigurds skotske jul (nesten)","Robust Porter",1.054,1.015,5.14,14.73,35.92
"Kayla's 21st Double Chocolate  Cherry Porter...","Robust Porter",1.067,1.026,5.67,44.28,30.62
"CBK porter","Robust Porter",1.233,1.058,23.03,26.94,50
"COLE HOUSE PORTER","English Porter",1.052,1.01,5.48,45,33.69
"Mayporter","Robust Porter",1.058,1.013,5.98,28.47,30.52
"RObust Porter #2","American Porter",1.081,1.023,7.52,57.29,31.98
"Chunky Monkey Porter","Brown Porter",1.063,1.013,6.6,42.54,34.22
"Brett Porter","Robust Porter",1.062,1.016,6.08,35.28,32.71
"Black Magic Chocolate Porter","Brown Porter",1.047,1.009,4.98,42.67,33.17
"Raspberry Chocolate Porter (Amanda)","American Porter",1.055,1.014,5.33,50.86,26.51
"Smoked Porter","Robust Porter",1.065,1.018,6.11,33.71,40
"Smoked Baltic","Baltic Porter",1.094,1.023,9.2,0,32.43
"Pirate's Plunder India Dark Ale","Robust Porter",1.063,1.018,5.97,91.15,22.11
"Vanilla Bourbon Porter","Robust Porter",1.078,1.013,8.99,31.93,34.81
"Patent porter","Brown Porter",1.041,1.01,3.98,0,10.71
"R& C Vanilla Porter (Breck Clone)","Robust Porter",1.056,1.014,5.57,38.75,32.05
"Vanilla Java Porter Clone - Extract","American Porter",1.062,1.015,6.1,39.59,34.3
"Vanilla Porter","American Porter",1.067,1.023,5.82,45.72,28.61
"Robust Robust Porter 377 5%","Robust Porter",1.076,1.021,7.24,64.41,50
"Porterlicious","Brown Porter",1.074,1.018,7.25,0,32.53
"A porter brewed 02-08-2014","Robust Porter",1.063,1.02,5.63,31.75,27.51
"Bourbon Vanilla Imperial Porter","American Porter",1.089,1.027,8.16,32.63,45.13
"Robust Porter","Robust Porter",1.066,1.018,6.29,48.6,34.97
"Belgian Blackcurrant","Brown Porter",1.075,1.014,8.03,31.67,14.89
"Baltic Porter Crayfish Brewery","Baltic Porter",1.073,1.019,7.05,54.3,46.76
"Fuller's London Porter Clone BYO","English Porter",1.045,1.01,4.6,22.67,27.26
"New FPC","Robust Porter",1.063,1.016,6.45,52.54,39.6
"Sibling Rivalry Robust Porter","Robust Porter",1.071,1.018,6.93,0,25.39
"Late Porter","Brown Porter",1.044,1.01,4.44,31.92,24.89
"Amber Extract Brown Porter","Brown Porter",1.052,1.013,5.11,31.2,27.97
"Britney Coconut Porter","Robust Porter",1.055,1.014,5.5,24.26,33.28
"Chocolate porter","American Porter",1.056,1.014,5.52,33.91,31.28
"Baltic Porter","Baltic Porter",1.065,1.011,7.04,39.34,29.93
"PLUM PORTER - NOV 2016","English Porter",1.041,1.01,4.08,26.63,50
"Flat Foot milk porter","Brown Porter",1.059,1.019,5.28,33.27,25.27
"Chupacabra's Revenge (Mole Porter)","Robust Porter",1.058,1.016,5.44,25.46,40
"Portier","Robust Porter",1.061,1.017,5.86,35.52,29.43
"3 Bean Baltic Porter","Baltic Porter",1.067,1.017,6.81,51.64,34.68
"Vanilla Porter","Robust Porter",1.057,1.016,5.46,23.77,36.57
"RBW BYO London Porter","Baltic Porter",1.055,1.017,4.95,31.8,33.69
"Bee Cave Brewery Robust Porter","Robust Porter",1.067,1.017,6.85,40.15,35.36
"1872 Elland Porter","Robust Porter",1.061,1.014,6.14,109.74,29.33
"Black House Coffee Porter","Robust Porter",1.06,1.015,5.89,23.54,36.65
"Fossane Bryggeri - Portør","Robust Porter",1.062,1.012,6.62,47.55,40
"1015: Tombstone Shadow","Robust Porter",1.065,1.018,6.53,33.03,33.98
"Sabotør Porter Redigeringsforslag","Robust Porter",1.075,1.022,6.98,26.36,33.58
"Simple Porter","Robust Porter",1.05,1.009,5.54,32.79,34.55
"Pecan Porter","American Porter",1.064,1.012,6.82,50.78,44.31
"House of Orange Belgian Porter","Robust Porter",1.062,1.017,5.89,29.86,40
"Rebel Rye Porter","Robust Porter",1.059,1.014,5.99,51.35,28.74
"Sraid Dhasain","Robust Porter",1.063,1.017,6.05,61.56,29.93
"Poopy Pants Porter","Robust Porter",1.094,1.024,9.26,0,50
"Vanilla Haze Porter","Robust Porter",1.062,1.017,5.95,44.07,43.02
"Vanilla Porter","Robust Porter",1.06,1.015,6,0,30.2
"Imperial bourbon vanilla porter","Robust Porter",1.075,1.018,7.49,71.76,40
"Caramel Vanilla Porter","Robust Porter",1.063,1.014,6.37,51,42.48
"Centre Porter","Robust Porter",1.055,1.015,5.13,34.38,32.74
"Laddie Boys  London Porter","English Porter",1.054,1.015,5.11,31.84,31.99
"Now We're Quacking Porter v. 4.0","Robust Porter",1.064,1.015,6.37,0,35.4
"Ballast Point Vanilla Porter","Robust Porter",1.092,1.019,9.56,72.45,41.03
"Disappearing sun baltic porter","Baltic Porter",1.088,1.02,8.95,26.02,32.08
"Tasty's Black Butte Clone","American Porter",1.063,1.022,5.36,31.11,25.32
"Pot Kettle Black","Robust Porter",1.06,1.008,6.77,44.46,26.31
"Tim Curran's Recipe","Robust Porter",1.066,1.017,6.52,0,31.42
"Rochforte","Baltic Porter",1.086,1.014,9.4,24.66,20.63
"Faust porter","Robust Porter",1.055,1.015,5.22,40.73,30.63
"Mild Ale","Brown Porter",1.028,1.008,2.68,26.03,15.55
"London Porter","Brown Porter",1.05,1.014,4.77,28.08,26.6
"Älgen","Baltic Porter",1.082,1.02,8.77,36.33,40.56
"The 2016 Series - Porter (Blacksmith Porter)...","American Porter",1.07,1.018,6.87,49.84,46.4
"Hwt oatmeal porter","Robust Porter",1.062,1.015,6.12,35.98,28.43
"Fuller's London Porter klone","Brown Porter",1.055,1.014,5.5,18.82,34.6
"Chewbacca's Baltic Porter","Baltic Porter",19.9295,4.45467,8.55,49.51,34.93
"4Gs Chocolate Vanilla Porter","American Porter",1.054,1.015,5.17,30.6,36.88
"Barclay Perkins TT Porter 1804","Brown Porter",1.065,1.02,5.98,63.42,33.87
"Big Blackberry Porter","Robust Porter",1.062,1.017,5.81,36.5,28.53
"Attaway Porter","Brown Porter",1.051,1.013,4.98,0,32.06
"Dark Stanley Robust Porter","Baltic Porter",1.085,1.022,8.18,66.65,50
"Smoke Bourbon Porter","Robust Porter",1.049,1.012,4.82,41.87,21.23
"BBC DSP Extract","Robust Porter",1.057,1.014,5.59,26.68,29.26
"Monster Mash Porter","Robust Porter",1.074,1.018,7.24,0,35.61
"Duane's Pomegranate Porter","Robust Porter",1.065,1.017,6.25,44.54,32.61
"Dark Island Clone","Baltic Porter",1.057,1.014,5.67,53.86,26.85
"Robust Porter","Robust Porter",1.061,1.012,6.43,38.78,31.1
"Belgian Pecan Porter","Robust Porter",1.081,1.02,7.96,51.64,35.58
"None Shall Pass!","Robust Porter",1.054,1.015,5.11,47.52,38.03
"Really Dark Butte Porter","Robust Porter",1.052,1.013,5.15,0,23.18
"Cow Town Vanilla Porter","Baltic Porter",1.06,1.017,5.69,32.94,24.83
"Vagabond Ginger Ale","Robust Porter",1.056,1.013,5.69,59.98,40.54
"English Porter","English Porter",1.066,1.018,6.3,31.7,28.67
"Oyster river porter","Robust Porter",1.066,1.017,6.54,50.02,34.2
"Preto","Robust Porter",1.052,1.013,5.22,30.02,35.4
"Portøren","Robust Porter",1.074,1.021,7.02,33.8,36.24
"Coconut Porter","Robust Porter",1.06,1.016,5.76,48.59,25.82
"Porter","Baltic Porter",1.087,1.013,9.66,32.08,32.47
"Vanilla spice porter","Baltic Porter",1.082,1.02,8.03,0,31.92
"Session Porter","Brown Porter",1.043,1.012,4.08,28.42,25.76
"Vanilla Stout","American Porter",1.081,1.02,7.93,19.37,40.59
"No. 1 Uncommon","Brown Porter",1.051,1.014,4.92,42.73,26.83
"Fat Man Stout Porter","English Porter",1.047,1.01,4.8,34.63,28.39
"Pipeporter","Robust Porter",1.059,1.017,5.5,48.7,37.22
"Brewdog Libertine Porter","American Porter",1.08,1.024,7.28,47.79,50
"Smoke Vanilla Porter 5gal 2015","Baltic Porter",1.059,1.017,5.5,25.36,30.15
"Parkway Porter","Robust Porter",1.061,1.017,5.73,35.78,30.74
"Caledonian Porter","Brown Porter",1.052,1.012,5.22,39.65,14.06
"Oh Mr Porter","Robust Porter",1.057,1.016,5.35,30.1,27.09
"Orange Chocolate Porter","Robust Porter",1.064,1.017,6.29,42.43,26.94
"The Callie","Brown Porter",1.05,1.012,4.88,26.32,24.53
"Vanilla Cream Porter","Robust Porter",1.07,1.022,6.28,46.73,36.59
"Woofy Brew","Baltic Porter",1.063,1.016,6.22,50.8,31.63
"Vanilla Coffee Porter","Robust Porter",1.056,1.014,5.53,37.08,29.34
"Chocolate Strawberry Stout","American Porter",1.045,1.011,4.53,30.69,35.28
"Abby's Hammer","Baltic Porter",1.093,1.023,9.11,48.83,36.29
"Ruby Boadicea","English Porter",1.05,1.012,4.98,33.02,24.1
"Night Porter","Brown Porter",1.056,1.014,5.43,16.62,26.3
"Mr. Jakelegs Bourbon Barrel Porter","Robust Porter",1.055,1.016,5.1,63.46,31.34
"Chocolate Porter","Brown Porter",1.042,1.009,4.42,33.31,22.94
"Apu's Mounds Bar","Robust Porter",1.071,1.019,6.83,54.73,33.1
"Batwood Vanilla Bourbon Porter","American Porter",1.077,1.021,7.42,56.54,32.73
"Bluegrass DSP","Robust Porter",1.056,1.014,5.47,33.37,29.56
"Chocolate Taros Porter","Robust Porter",1.055,1.014,5.42,30.58,33.35
"Brown Porter - C P Ellis Cannon Brewhouse Kn...","Robust Porter",1.059,1.018,5.39,26.06,32.53
"Peanut Butter Porter","Brown Porter",1.063,1.022,5.41,32.88,38.5
"Poor Man's Porter","Brown Porter",1.064,1.018,6.05,36.56,32.35
"Fuller's porter clone","English Porter",1.054,1.018,4.73,35.37,32.96
"Thirsty Point English Porter","Brown Porter",1.052,1.011,5.29,30.2,25.14
"CB&Q Porter","Robust Porter",1.064,1.016,6.34,48.81,33.06
"Chocolate Honey Porter","Robust Porter",1.075,1.022,7,40.56,39.66
"Smoked Baltic Porter","Baltic Porter",1.076,1.019,7.53,56.26,47.34
"Amber Wheat Porter","Brown Porter",1.052,1.013,5.13,24.86,32.88
"Irish Porter","Robust Porter",1.06,1.017,5.61,64.92,27.59
"Midnight Mouser Porter","Brown Porter",1.072,1.018,7.08,0,38.91
"PINON PORTER","Robust Porter",1.065,1.015,6.56,49.86,36.14
"LP Porter (Big Brew 2015)","Robust Porter",1.064,1.018,6.43,51.07,42.88
"Vanilla Cinnamon Porter","Robust Porter",1.115,1.027,11.48,95.7,42.59
"Prince Titus","Robust Porter",1.08,1.024,7.37,41.58,50
"Hubrew Porter","Robust Porter",1.078,1.022,7.42,33.54,35.1
"Porter","Robust Porter",1.061,1.013,6.21,37.24,29.57
"Porter trial","Baltic Porter",1.066,1.016,6.55,44.68,25.91
"NixonBrew - Amaretto Porter","Brown Porter",1.05,1.009,5.26,38.34,29.63
"Gingerbread porter","Baltic Porter",1.079,1.012,8.89,49.74,31.34
"Ricks Brown Porter","Brown Porter",1.054,1.016,4.99,25.58,22.41
"Plum porter","Baltic Porter",1.058,1.01,6.29,24.33,44.8
"Brown Porter","Brown Porter",1.055,1.014,5.37,0,20.94
"#110 - Ball Peen Hammer","Baltic Porter",1.093,1.024,9.16,47.08,41.19
"Bourbon Barrel Porter","Robust Porter",1.068,1.018,6.48,30.71,50
"Cherry CHocolate porter","Baltic Porter",1.031,1.01,2.8,0,29.27
"Lisopylka Chocolate Porter","Brown Porter",11.8,3.4,4.49,28.54,30.58
"Winslow Porter","English Porter",1.068,1.017,6.78,58.25,26.05
"Purple Dwarf","Baltic Porter",1.103,1.017,11.29,18.16,28.51
"Black Wheat Ale","American Porter",1.065,1.016,6.5,83.61,40.4
"Nogne Porter","Robust Porter",1.079,1.02,7.8,43.6,34.11
"Pot Luck Porter","Brown Porter",1.05,1.01,5.31,18.49,24.43
"CRP 3","Baltic Porter",1.077,1.02,7.46,56.83,50
"Chocolate Porter","Robust Porter",19.8086,5.48952,7.94,9.52,39.45
"Hwt bb porter","Robust Porter",1.059,1.017,5.62,58.53,40
"Vanilla Mocha Porter","Robust Porter",1.057,1.01,6.11,29.03,23.09
"Smoking Gun Porter","Baltic Porter",1.067,1.017,6.62,73.8,40
"Regan Dillon Porter","Baltic Porter",1.061,1.014,6.14,36.28,36.05
"Demolition Porter","Robust Porter",1.062,1.01,7.05,36.24,32.7
"Hot Chocolate Porter","Brown Porter",1.046,1.011,4.52,23.01,40
"Funday Porter","Brown Porter",1.048,1.012,4.68,0,21.75
"Breakfast (L)Stout 2016","Baltic Porter",1.103,1.016,11.47,34.45,50
"Coco Loco / Silent Night","Robust Porter",1.076,1.02,7.25,45.29,35.97
"Coconut Coffee Porter","Robust Porter",1.056,1.013,5.69,54.83,42.59
"Edmund Fitzgerald Porter","Robust Porter",1.062,1.015,6.09,39.53,29.93
"Bakke Brygg Robust Porter 20 l","Robust Porter",1.058,1.014,5.74,37.94,41.93
"Baltic Porter - Beer 38","Baltic Porter",1.064,1.016,6.24,26.14,28.22
"Molasses Brown Porter/Mild","Brown Porter",1.042,1.01,4.09,19.53,23.37
"Bee Cave Robust Porter","Robust Porter",1.064,1.02,5.77,46.89,33.51
"Chocolate Peanut Butter Porter","Robust Porter",1.068,1.02,6.24,27.47,40.79
"Brix Honey Porter 2","Baltic Porter",1.066,1.017,6.52,29.38,31.43
"Devin's Porter","Robust Porter",1.063,1.018,5.95,27.23,27.74
"F4D British Strong ? 01.13.17","English Porter",1.053,1.014,5.1,19.39,22.6
"Gingerbeard Porter","Robust Porter",1.049,1.009,5.21,57.62,29.13
"Porter recipe","Baltic Porter",1.062,1.016,6.11,49.29,20.14
"Blueberry porter","Robust Porter",1.082,1.023,8.34,48.66,37.82
"Diesel's Baltic Porter","Baltic Porter",23.7983,5.6366,10.23,41.13,24.02
"Coffe Porter","Robust Porter",1.065,1.018,6.13,29.16,32.91
"Megan's 21st Propitious Porter","Robust Porter",1.066,1.021,6.02,23.45,29.92
"Maple Pancake Porter","Brown Porter",1.062,1.019,5.59,40.58,24.4
"Pecan Porter","American Porter",1.064,1.015,6.42,45.17,42.05
"Chief's Beach","Robust Porter",1.06,1.019,5.6,41.59,30.91
"Export India Porter (Kernel)","Robust Porter",1.068,1.019,6.42,46.52,45.69
"Northpointe Porter","Robust Porter",1.064,1.016,6.26,0,25.9
"Anchor Porter Clone","American Porter",1.071,1.019,6.78,75.24,50
"PO's Kloster Porter Take II","Robust Porter",1.079,1.022,7.46,33.47,26.39
"Baltic Porter","Baltic Porter",1.077,1.019,7.61,23.52,25.16
"Porter 1300","Robust Porter",1.057,1.015,5.58,22.62,28.38
"Chocolate Peanut Butter Porter","Robust Porter",1.061,1.016,5.89,29.37,38.84
"Sandved Porter","English Porter",1.06,1.014,6.03,37.06,22.45
"Pecan Exbeeriment","Baltic Porter",1.051,1.013,5.05,17.62,27.9
"2K Chili Porter","Brown Porter",1.063,1.015,6.33,58.03,36.47
"Chocolate Brown Porter","Brown Porter",1.077,1.022,7.28,52.07,40
"Porter","Brown Porter",1.05,1.016,4.44,23.45,28.53
"Chocolate Hazelnut Porter (BIAB)","Baltic Porter",1.068,1.019,6.47,31.73,38.11
"Pocket Change Porter","Brown Porter",17.5326,4.58551,7.1,49.23,37.18
"Cathy the Great (Vanilla Porter)","Baltic Porter",1.084,1.02,8.38,36.33,32.59
"Baltic porter","Baltic Porter",1.072,1.021,6.62,42.61,40
"Smoke Stone smoked vanilla porter 2015","Baltic Porter",1.062,1.013,6.46,30.78,23.32
"Toasted Porter","English Porter",1.049,1.012,4.8,27.13,27.78
"Who's your Taddy Porter","Brown Porter",1.067,1.017,6.6,27.99,30.22
"Konkursa tumsais- budelu tevainis","Robust Porter",1.064,1.016,6.33,41.05,25.22
"Samuel Smith Taddy Porter","English Porter",1.056,1.018,4.99,33.48,42.23
"Vanilla Bourbon Barrel Porter","American Porter",1.065,1.019,6.05,64.97,47.01
"Wheat porter","Robust Porter",1.057,1.011,6.07,25.31,23.4
"Baltic Porter","Baltic Porter",1.086,1.02,8.62,97.73,40
"Hysic Porter","Robust Porter",1.055,1.015,5.25,41.84,30.09
"Pandemonium Porter","Robust Porter",1.08,1.023,7.53,34.07,36.64
"Porter","Robust Porter",1.071,1.016,7.22,59.64,35.05
"Porter","Brown Porter",1.055,1.012,5.68,25.66,25.75
"Ürdiõlu","American Porter",1.065,1.019,6.1,47.61,50
"Onsøy Porter","Brown Porter",1.049,1.01,5.14,26.56,20.35
"Fuller Porter !!!","Brown Porter",1.044,1.01,4.47,23.38,21.33
"Vanilla porter","Baltic Porter",1.066,1.02,6.07,25.48,23.25
"Bawlteeka Baltic Porter","Baltic Porter",1.057,1.014,5.69,41.73,50
"Brown Porter for Barrel","American Porter",1.057,1.014,5.56,54.84,39.22
"Robust Porter","Robust Porter",15.3148,4.45227,5.9,31.73,28.14
"Pret A Porter","Robust Porter",1.053,1.013,5.21,26.98,36
"Robust Porter","Robust Porter",1.065,1.017,6.37,41.08,39.31
"Norilsk","Robust Porter",1.059,1.014,5.97,39.03,31.66
"Bourbon Barrel Porter","Baltic Porter",1.071,1.021,6.59,44.18,50
"Holiday Porter","American Porter",1.058,1.016,5.47,30.38,33.98
"Helios Porter","Robust Porter",1.055,1.015,5.19,47.09,33.08
"Jacy II","English Porter",1.052,1.013,5.06,18.84,24.94
"Founders Porter clone","Robust Porter",1.062,1.015,6.15,35.76,48.3
"2 Smoke Porter","Robust Porter",1.068,1.017,6.7,19.22,32.79
"Christmas Porter  2015","Brown Porter",1.078,1.022,7.28,40.74,26.43
"512 pecan portr","Brown Porter",16.2884,4.24564,6.56,0,25.55
"Rude Mayan","Brown Porter",1.065,1.019,6.1,26.17,32.11
"Inside the Box Baltic Porter","Baltic Porter",1.073,1.016,7.46,27.2,27.56
"Chocolate Milk Stout","American Porter",1.064,1.024,5.24,0,38.09
"Milk And Coffee Porter","Robust Porter",1.055,1.014,5.37,12.65,40
"Chocolate Hazelnut Porter 2 (BIAB)","Baltic Porter",1.062,1.019,5.67,36.1,33.28
"Chocolate Hazlenut Porter","Robust Porter",1.062,1.017,5.9,36.3,38.22
"DESCHUTES BLACK BUTTE PORTER CLONE","Brown Porter",1.048,1.009,5.13,28.33,23.63
"Big porter","Robust Porter",1.073,1.019,7.12,52.39,38.18
"Black Malt Porter 1","Brown Porter",1.05,1.009,5.28,26.16,33.76
"Portier IV","American Porter",1.061,1.012,6.46,29.83,24.58
"La Costa Porter","Robust Porter",1.064,1.018,6.11,34.71,25.52
"Mild Dark Brown Ale","English Porter",1.038,1.012,3.49,19.21,29.37
"McQueen","Robust Porter",1.065,1.016,6.38,37.82,30.54
"Irish Wake","American Porter",1.071,1.019,6.74,41.12,32.47
"PARK BENCH PORTER","Brown Porter",1.04,1.009,4.13,19.29,22.8
"Hot Smoke CH","Robust Porter",1.061,1.017,5.79,31.89,39.72
"Robust Porter","Robust Porter",1.065,1.018,6.16,65.35,40
"Porter del sur","Brown Porter",1.045,1.012,4.3,32.59,29.22
"New porter","Brown Porter",1.048,1.009,5.19,34.62,25.69
