"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Imperial Bourbon Barrel Milk Stout","Stout",1.094,1.018,9.97,59.54,33.99
"Tar Pit Imperial Stout","Stout",1.082,1.018,8.38,42.55,47.71
"Spite Row Cocoa Vanilla Milk Stout III","Stout",15.5857,5.85044,5.32,27.73,33.32
"Dry stout","Stout",13.0353,3.50861,5.12,38.91,39.43
"Sandhills Bomb","Stout",1.115,1.027,11.57,95.79,50
"Guiness Draught Clone","Stout",1.042,1.011,4.03,50.36,25.56
"Jet City Espresso Latte Stout","Stout",1.062,1.016,6.13,32.02,39.65
"Black Beards Delight","Stout",1.079,1.02,7.67,35.16,43.64
"Dry Oyster Stout","Stout",1.043,1.01,4.33,37.35,30.5
"Sl·inte mhaith!","Stout",1.062,1.018,5.81,42.17,30.5
"Coffe Stout","Stout",1.068,1.021,6.27,24.73,40.3
"S'mores","Stout",1.05,1.012,4.97,23.8,37.12
"Awesome Recipe","Stout",1.045,1.012,4.44,22.37,30.6
"Chocolate vanilla stout","Stout",1.072,1.021,6.62,46.99,41
"Kuku?ka co piwo czyni","Stout",1.061,1.015,6.1,30.73,41.21
"Yazoo Sue Clone","Stout",1.082,1.024,7.67,96.23,39.36
"Oatmeal Stout","Stout",1.038,1.008,3.99,36.32,22.77
"STOUT- Anastasia RIS","Stout",1.09,1.024,8.74,69.55,50
"Affogato Milk Stout","Stout",1.068,1.025,5.69,24.56,40.26
"Barrelworks Project RIS","Stout",1.109,1.025,11.08,79.68,50
"Blakesley's Imperial Stout - small batch","Stout",1.109,1.028,10.64,83.2,50
"New Stout","Stout",1.053,1.015,5.01,20.63,32.66
"Three shades","Stout",1.051,1.013,5.01,47.78,32.73
"Hypothetical Mk.III","Stout",1.135,1.041,12.42,32.52,45.09
"Dry Irish Stout Small Batch Recipe Kit","Stout",1.042,1.011,4.13,48.51,3.86
"St. Patty's Irish Stout","Stout",1.044,1.011,4.34,46.17,38.21
"Logans Stout","Stout",1.097,1.026,9.39,113.84,50
"Castaic Oatmeal Stout","Stout",1.088,1.023,8.55,89.52,47.69
"#025 PINKMAGGIT Brewing JUDGEMENT DAY","Stout",1.12,1.022,12.91,60.09,50
"Dry stout","Stout",1.047,1.012,4.67,31.1,41.47
"STOUT","Stout",1.059,1.011,6.38,45.23,50
"Maggie's leap","Stout",1.063,1.023,5.25,29.23,47.14
"Sweet Wheat Stout","Stout",1.059,1.013,6.01,36.42,31.65
"Muddy Magpie Chocolate Cream Porter","Stout",1.064,1.015,6.53,30.83,47.3
"Hot and Heavy","Stout",1.094,1.024,9.27,75.46,50
"12 - 2017 Club RIS","Stout",1.093,1.023,9.11,84.42,48.59
"RayGun","Stout",1.103,1.025,10.26,34.33,42.22
"Awesome Recipe","Stout",1.085,1.016,9,69.73,39.9
"SkÂpstˆmningsstout","Stout",1.089,1.019,9.1,64.34,50
"Brewers Anonymous Barrel Project","Stout",1.123,1.031,12.11,79.92,50
"Rainbow cookie 12 g collect","Stout",1.072,1.019,6.96,63.26,47.33
"NOLIExtra Stout","Stout",1.064,1.014,6.79,59.03,37.56
"Maplebon stout","Stout",1.089,1.015,9.65,57.34,42.85
"Spartan Series - Knights of Olympus","Stout",1.08,1.017,8.36,74.76,47.37
"Nutty Niggas","Stout",1.073,1.018,7.17,14.16,40
"Atalaya Cafe&Leche Stout","Stout",1.064,1.02,5.99,30,38.51
"BBA 7 layer chocolate cake","Stout",1.105,1.023,10.77,73.62,50
"Milky Way Mocha Stout","Stout",1.062,1.021,5.37,56.25,47.25
"2017 - 07/25/17 - 1860 Truman Double Export ...","Stout",16.1515,3.98678,6.62,88.87,34.93
"Poached pidgeon imperial stout","Stout",1.098,1.025,9.69,75.65,50
"Dry Stout","Stout",1.041,1.009,4.19,41.97,33.96
"Dry Rye Stout","Stout",1.039,1.008,4.01,35.26,30.81
"First Time Chocolate Stout","Stout",1.057,1.013,5.78,28.9,36.93
"First Stout","Stout",1.048,1.011,4.81,34.52,26.97
"Russian Imperial Stout","Stout",1.113,1.038,9.84,96.12,50
"O'HopDawg Dry Stout","Stout",1.048,1.013,4.62,47.71,37.3
"Left Hand Milk Stout - adapted to Deception...","Stout",1.074,1.022,6.79,38.03,41.99
"Mark's Divine Stout (Tokyo Twist)","Stout",1.135,1.001,17.67,100.55,50
"Strange House in the Snow","Stout",1.094,1.025,9.06,94.93,49.5
"Founders Breakfast Stout","Stout",1.084,1.021,8.22,69.22,48.77
"Tommys milk stout","Stout",1.052,1.015,4.8,32.62,37.28
"RIS-WIP","Stout",1.1,1.019,10.61,64.19,26.97
"Imperial Stout","Stout",1.116,1.023,12.31,79.9,50
"Milk Stout","Stout",11.3666,3.58744,4.16,47.35,29.54
"Milk Stout","Stout",1.048,1.009,5.09,26.83,39.76
"Buffalo Sweat 9/4","Stout",1.06,1.017,5.63,21.4,31.41
"Old Rasputin Extract","Stout",1.088,1.015,9.58,83.47,41.32
"Simple Milk Stout","Stout",1.056,1.018,4.98,27.5,35.81
"Milk Stout (Left Hand Clone)","Stout",1.06,1.016,5.74,26.44,37.52
"Hibernated Gremlin","Stout",1.105,1.029,9.98,46.53,48.37
"Breakfast Stout & PB Marshmallow Stout","Stout",1.095,1.018,10,56.52,50
"Flavour Before Fire Stout","Stout",1.074,1.014,7.82,21.18,39.32
"Gingerbread Stout Clone","Stout",1.117,1.037,10.59,38.87,40.1
"Bakke Brygg LakrisStout 25","Stout",1.065,1.016,6.45,44.49,47.36
"Irish Stout (orig)","Stout",1.036,1.009,3.56,40.05,36.61
"Old Rasputin Clone","Stout",1.092,1.022,9.25,91.2,37.96
"Saturngittarius stout","Stout",1.082,1.02,8.15,52.16,39.26
"Milk Stout  Espresso/chocolate","Stout",1.053,1.014,5.03,0,3.17
"Et helvetes paradoks","Stout",1.101,1.022,10.28,82.03,49.42
"Old Collusion","Stout",1.087,1.022,8.52,107.34,33.61
"Coffee Blackout Stout","Stout",1.102,1.023,10.3,85.63,50
"Awesome Recipe","Stout",1.058,1.015,5.75,0,33.18
"Irish Stout","Stout",1.044,1.011,4.34,33.12,32.81
"We Must Be Brave","Stout",1.092,1.021,10.13,97.67,37.47
"Imperial Oat Stout v2","Stout",1.091,1.022,9.04,70.57,24.49
"OLD RASPUTIN","Stout",1.099,1.018,10.58,101.14,34.74
"Courage Russian imperial Stout #2","Stout",1.109,1.029,10.48,80.65,50
"Kjeller 5 Stout Stout Sto ut 50l","Stout",1.065,1.017,6.37,37.58,42.18
"Sweet Stout - Use","Stout",1.063,1.014,6.35,36.93,44.37
"Mc Amanda","Stout",1.041,1.007,4.49,33.36,31.95
"Barrel Aged Stout 2nd half","Stout",1.107,1.028,10.44,156.23,50
"American Stout","Stout",1.08,1.014,8.73,53.66,37.38
"Russian Imperial Stout - Use","Stout",1.117,1.031,11.38,129.22,50
"Milk Stout","Stout",1.059,1.022,4.81,24.32,30.8
"Milk Stout","Stout",1.06,1.018,5.53,0,36.17
"Dry Irish Stout","Stout",1.043,1.011,4.28,34.38,34.15
"Chocolate Stout","Stout",1.052,1.013,5.15,14.17,46.49
"Frankie's Sweetheart","Stout",1.056,1.02,4.62,27.4,37.72
"Irish Stout 9-23-17","Stout",1.053,1.01,5.58,38.47,38.25
"The Stout","Stout",1.044,1.013,4.05,38.72,30.93
"Breakfast Stout","Stout",1.069,1.017,6.83,72.04,50
"Dry Stout","Stout",1.039,1.008,4.02,43.28,37.3
"Awesome Recipe","Stout",1.063,1.016,6.17,61.84,31.93
"MILK STOUT 1 Gal","Stout",1.057,1.022,4.61,27.01,42.98
"Black 1","Stout",1.052,1.022,3.9,39.86,34.9
"FNBC - RIS","Stout",1.107,1.013,12.35,96.8,50
"Witchhunt","Stout",1.089,1.018,9.32,93.01,42.83
"Drought Stout","Stout",1.064,1.017,6.29,34.48,44.12
"Clone - YETI","Stout",1.09,1.021,9.06,102.02,44.3
"Sweet Stout","Stout",1.07,1.018,6.82,56.66,39.71
"Dry stout","Stout",1.049,1.014,4.55,23.89,30.88
"Sweet Princes","Stout",1.079,1.021,7.55,26.25,23.16
"Dry Irish Stout","Stout",1.048,1.012,4.7,31.41,34.72
"Bakke Brygg Double Stout 20 l","Stout",1.078,1.019,7.67,57.24,40
"Stone Imperial Stout","Stout",1.095,1.022,9.59,95.92,41.92
"Chocolate Milk Stout","Stout",1.055,1.02,4.58,23.41,39.94
"Drunken Sibling Russian Empirial","Stout",1.114,1.031,10.8,32.36,50
"Tracies PB Milk Stout","Stout",1.067,1.022,5.93,43.41,36.05
"Bertus Milk Choc Stout","Stout",1.067,1.022,5.94,43.46,41.92
"Black Beaches","Stout",20.6195,5.65059,8.33,52.36,50
"Fuckoffee","Stout",1.107,1.025,12.11,47.81,47.12
"Milk Stout LH","Stout",1.072,1.022,6.58,25.79,41.59
"PivarkoGaravko","Stout",1.048,1.009,5.15,26.15,34.02
"Chocolate Reign","Stout",1.053,1.015,4.92,38.34,40
"Cinnamon Challenge","Stout",1.141,1.025,15.2,90.38,43.28
"Murph's stout","Stout",1.04,1.008,4.24,44.63,29.5
"15B - Irish Stout","Stout",1.041,1.008,4.27,37.49,27.49
"Schtaut","Stout",1.045,1.011,4.46,40.29,37.76
"Bloomfield BBA","Stout",1.077,1.016,8,118.39,50
"Dry Stout 2.0","Stout",1.049,1.011,4.95,16.17,28.68
"Sweet Stout","Stout",1.061,1.02,5.39,29.78,41.49
"#5 Peated Stout","Stout",1.057,1.015,5.55,39.66,38.69
"Milk O'Stout (D. Gates)","Stout",1.059,1.02,5.02,22.79,41.84
"LokoMofo","Stout",1.101,1.04,8.1,46.7,39.58
"Jule stout 2017","Stout",1.097,1.024,9.57,64.59,50
"INOLVIDABLE ESCOCIA minima","Stout",1.075,1.022,6.85,44.22,30.55
"Nahle","Stout",1.058,1.012,6.07,45.9,50
"Export Stout 1890","Stout",1.074,1.02,7.02,49.26,50
"Awesome Recipe","Stout",1.048,1.012,4.78,20.99,36.32
"Short and Stout","Stout",1.076,1.019,7.5,87.49,48
"And Bob's Your Stout Uncle","Stout",1.045,1.011,4.45,38.19,36.53
"Test rye stout","Stout",1.054,1.012,5.54,26.01,34.84
"BBA Imperial Stout #1","Stout",1.085,1.012,9.54,71.11,50
"Andes Mint Stout","Stout",1.059,1.02,5.12,31.82,36.85
"Zach's Milk Stout","Stout",1.067,1.026,5.34,40.43,50
"Bounty Bounty","Stout",20.4829,5.32689,8.42,0,36.19
"First Stout","Stout",1.047,1.011,4.73,32.58,37.36
"FYT","Stout",1.125,1.031,12.23,0,50
"Chocolate Coffee Stout","Stout",1.081,1.019,8.09,57.3,50
"Smitty's No.13 ""Dry Stout""","Stout",1.043,1.01,4.33,34.63,33.88
"Chocolate Cherry Oatmeal Stout","Stout",1.047,1.013,4.53,20.78,27.17
"Imperial Stout","Stout",1.089,1.024,8.51,56.31,46.34
"Damn Skippy - All Grain BIAB","Stout",1.054,1.012,5.4,31.48,31.69
"Hot! Hot!  Hot Chocolate!","Stout",1.095,1.033,8.14,56.71,50
"Mexican Chocolate Stout 2017","Stout",1.118,1.03,11.66,97.46,50
"Peter Paul Pancake Imperial Stout","Stout",1.129,1.024,13.88,112.84,50
"2017 RIS","Stout",1.125,1.016,14.32,48.24,50
"Imperial Stout","Stout",1.093,1.016,10.04,106.05,50
"BrewDog - Old World Russian Imperial","Stout",1.084,1.02,8.42,92.74,39.3
"Stout Dry","Stout",1.043,1.005,4.93,40.64,33.36
"CCVM-stout","Stout",1.08,1.014,8.63,34.81,45.81
"RIS 2017","Stout",1.1,1.025,9.87,133.02,47.39
"Coffee stout","Stout",1.058,1.023,4.61,22.43,39.29
"Sills Loop Stout","Stout",1.05,1.009,5.4,43.74,31.23
"Chocolate experiment","Stout",1.093,1.03,8.35,5.27,32.6
"Sight Binder","Stout",1.113,1.023,11.7,103.36,50
"Irish stout","Stout",1.044,1.01,4.49,43.48,36.27
"Erin's Delicious Mistake","Stout",1.05,1.012,4.92,30.01,37.13
"Time of Troubles","Stout",1.087,1.022,8.57,80.28,50
"Ment·s Stout","Stout",1.061,1.015,5.97,38.54,37.11
"Paper Cuts & Coconuts","Stout",1.104,1.04,8.35,70.55,38.02
"RIS #1","Stout",1.089,1.015,10.51,87.67,45.62
"Stouthawk","Stout",1.081,1.019,8.19,45.71,50
"Imperial Stout(coffee cacao vanilla chili)...","Stout",1.098,1.024,9.72,46.13,45.98
"Awesome Recipe","Stout",1.065,1.014,6.92,53.92,39.91
"Ale Satan!","Stout",1.096,1.024,9.41,54.34,50
"Big Dumb Stout","Stout",1.101,1.023,10.22,90.98,50
"Raspberry Nightmare","Stout",1.063,1.014,6.47,62.22,50
"!!! Imperial Stout !!!","Stout",1.122,1.03,12,81.16,50
"Coffee Stout","Stout",1.081,1.016,8.59,47.37,44.3
"Russian Imp. Stout C 12-28-17","Stout",1.094,1.024,9.28,97.3,50
"Choco Banana Split Wheat Stout","Stout",1.074,1.02,7.02,59.56,39.11
"Mutts Dry Stout","Stout",1.043,1.01,4.37,39.08,3.58
"Bjereds JuleStout","Stout",1.057,1.016,5.33,53.24,27.46
"SantaRita","Stout",1.055,1.014,5.46,30.6,15.27
"Candi Syrup Ris","Stout",1.09,1.016,9.69,63.94,50
"Russian Imperial Stout","Stout",1.094,1.022,9.42,0,50
"Black gold RIS","Stout",23.807,6.39657,9.83,97.23,50
"Chads Stout Recipe","Stout",1.064,1.017,6.08,35.79,25.33
"Birarzu Milk Stout","Stout",1.053,1.018,4.52,26.95,30.76
"Extra Stout","Stout",1.09,1.023,8.83,27.34,47.52
"Chocolate Milk Stout","Stout",1.06,1.016,5.77,35.9,40.33
"Rainy Day Coffee Stout","Stout",1.069,1.016,6.87,60.75,43.8
"Barrel Aged Oatmeal Stout","Stout",1.096,1.022,9.73,77.14,50
"Mexican Chocolate Stout","Stout",1.07,1.016,7.04,64.15,50
"Imperial Stout","Stout",1.086,1.019,8.74,102.45,35.37
"Imperial Pepper Stout","Stout",1.099,1.016,10.91,115.2,50
"Milk Stout","Stout",1.06,1.022,4.98,25.14,39.75
"Stout","Stout",1.094,1.026,8.98,109.8,50
"TOKYO*","Stout",32.2059,6.41436,15.04,187.24,50
"Pedal Haus Maple Milk Stout Clone","Stout",1.067,1.026,5.45,37.21,25.99
"The Upside Down Russian Imperial Stout 2017...","Stout",1.101,1.018,10.88,82.14,36.59
"The Balrog","Stout",1.154,1.024,17.08,100.48,50
"Wenlock Stout","Stout",1.043,1.01,4.32,44.77,36.32
"Guinnish","Stout",1.049,1.011,4.99,36.55,36.32
"Sir Kuzzleton Stout","Stout",1.049,1.011,4.97,33,29.86
"ChillStout","Stout",19.8109,4.93787,8.23,57.65,30.92
"Chocolate Stout","Stout",1.08,1.028,6.87,36.44,34.37
"Oskuridad","Stout",1.099,1.025,9.73,68.4,40.68
"Russian Imperial Stout","Stout",1.114,1.027,11.49,94.03,50
"Bakke Brygg Foreign Extra Stout 25 l","Stout",1.07,1.018,6.92,55.72,40
"Rb22gc tone","Stout",1.087,1.023,8.4,59.81,39.26
"MAX's Coffee Stout","Stout",1.076,1.016,7.86,63.39,50
"Joe's cookie monster stout","Stout",1.053,1.014,5.18,40.62,42.83
"DugBrew  Black Sun Stout 23 Litre","Stout",1.053,1.015,5.06,31.31,39.45
"Awesome Recipe","Stout",1.069,1.019,6.49,28.42,8.2
"From Russia With Love","Stout",1.084,1.016,8.94,77.34,37.98
"Imperial Milk stout","Stout",1.121,1.036,11.13,89.38,46.13
"No Name","Stout",1.122,1.037,11.2,55.93,50
"Dog A!!!","Stout",1.122,1.026,14.44,73.92,50
"Stout Kar II","Stout",1.058,1.014,5.7,40.97,50
"Imperial Stout","Stout",1.099,1.025,9.81,83.72,50
"Bad oh Dear Stout","Stout",1.11,1.029,10.61,62.33,49.01
"Imperial Stout","Stout",1.093,1.024,9.08,33.76,40.26
"Grimole Stout 2017","Stout",1.09,1.024,8.77,45.41,50
"Bakke Brygg Double Stout 50 l","Stout",1.078,1.018,7.87,53.63,50
"Dark Matter Club Brew 2017","Stout",1.111,1.018,12.31,159.42,50
"Mojo RISing","Stout",1.101,1.019,10.72,81.97,38.74
"Milk Coffee Stout","Stout",1.06,1.018,5.49,36.06,37.63
"Japp","Stout",1.055,1.017,4.9,33.08,21.91
"Cinnamon Bun Stout","Stout",1.082,1.025,7.52,14.87,47.04
"John Imperial Stout","Stout",1.14,1.029,14.49,50.65,50
"Stout","Stout",1.104,1.026,10.27,0,44.17
"Whiskey Barrel Winter Warmer Stout","Stout",1.088,1.021,8.75,56.95,50
"Moo-Tella Clone","Stout",1.108,1.041,8.71,69.52,50
"Bakke Brygg Imperial Stout 50 l","Stout",1.096,1.023,9.61,71.26,50
"Super Stout","Stout",1.061,1.015,6,27.73,50
"Bourbon Imperial Stoutness","Stout",1.112,1.026,11.3,40.88,50
"After Eight-Thirty","Stout",1.057,1.019,5,15.84,35.16
"Smitty's No.19 ""Imperial Stout""","Stout",1.085,1.021,8.34,94.19,34.88
"Just A Stout","Stout",1.04,1.008,4.25,33.96,32.32
"Stocious Stout","Stout",1.045,1.013,4.29,37.51,32.34
"Founders Kentucky Breakfast Stout","Stout",1.081,1.021,7.98,73.5,36.41
"Imperial Stout","Stout",1.113,1.026,11.44,92.83,38.31
"Imp stout","Stout",1.076,1.016,7.9,89.67,41.14
"Guinness++ Irish Extra Stout","Stout",1.081,1.027,7.08,43.54,50
"Base chocolat stout","Stout",1.049,1.01,5.16,24.23,40.34
"Tropical Stout take 2","Stout",1.074,1.015,7.81,40.3,47.41
"Sore Hands Milk Stout","Stout",16.5751,5.86026,5.88,18.87,41.45
"Eggnog Stout","Stout",1.082,1.027,7.23,54.96,40.69
"St Peters Stout Clone #1","Stout",1.05,1.012,5.03,18.78,35.83
"Mikkeller Milk Stout Clone","Stout",1.08,1.034,6.08,42.45,50
"Mentally Unstable Unicorn","Stout",1.093,1.026,8.76,74.81,49.46
"55 - Milk Stout","Stout",1.056,1.015,5.38,24.96,33.39
"Neil Blender","Stout",1.13,1.037,12.23,115.54,50
"RIP","Stout",1.114,1.03,11.05,130.03,50
"Imperial Stout","Stout",1.056,1.014,5.51,0,5.33
"Irish Stout","Stout",1.059,1.014,5.91,27.94,32.46
"Coffee Stout","Stout",1.059,1.014,5.96,31.48,28.2
"ChillStout","Stout",1.092,1.02,9.39,57.81,42.82
"Affogato Clone","Stout",1.106,1.035,9.23,58.15,50
"Ten Fiddy OB Recipe","Stout",1.111,1.032,10.48,72.42,50
"Black Ginger Stout","Stout",1.069,1.013,7.3,16.27,50
"Lion Stout","Stout",1.071,1.016,7.21,31.98,39.76
"Bakke Brygg Kaffestout 50 L","Stout",1.077,1.021,7.36,55.13,40
"Hot Vanilla Xena","Stout",1.084,1.016,8.9,100.11,50
"Imperial Irish Cream Stout","Stout",1.097,1.032,8.62,66.6,50
"Voodoo by Tap35","Stout",1.048,1.012,4.67,42.61,38.57
"Bakke Brygg Dry Stout 25 l","Stout",1.044,1.01,4.46,36.85,30.58
"CrËme Br˚lÈe Torpor","Stout",1.088,1.022,8.59,60.84,35.82
"Dry Irish Stout","Stout",1.062,1.015,6.06,36.87,39.84
"Black Tokyo Horizon","Stout",1.152,1.019,17.46,89.27,50
"Stout","Stout",1.059,1.011,6.24,24.48,31.19
"Au Lait","Stout",1.064,1.022,5.48,35.98,41.91
"Bakke Brygg Kaffestout 20 L","Stout",1.077,1.022,7.32,55.38,48.57
"Musta Joulu","Stout",1.073,1.015,7.57,30.15,50
"Imperial Stout","Stout",1.099,1.016,11.02,68.74,39.21
"Guinness Draught clone","Stout",1.044,1.012,4.21,36.13,38.86
"Saint Steven R. I. S. (7.5gal)","Stout",1.125,1.031,12.23,96.45,50
"MAGNOLIAS MILK STOUT","Stout",1.049,1.016,4.37,57.71,31.87
"Bakke Brygg Dry Stout 50 l","Stout",1.044,1.01,4.41,39.24,34.43
"Omnipollollollollollo","Stout",1.112,1.031,10.63,40.47,50
"1st Stout","Stout",1.064,1.016,6.34,0,31.96
"Brewdog #173 - Bounty Hunter","Stout",1.061,1.015,5.95,20.88,50
"Ten Fiddy #1","Stout",1.11,1.031,10.39,80.64,50
"JACK-O'BLAST PUMPKIN STOUT","Stout",1.078,1.016,8.13,64.1,37.01
"Ray Imperial Stout","Stout",1.086,1.019,8.79,61.54,50
"Oyster Stout-Test 1","Stout",1.067,1.019,6.36,35.04,34.03
"Extract Breakfast in Bled","Stout",1.062,1.017,5.98,41.9,32.05
"Chihuri","Stout",1.051,1.012,5.11,20.4,31.69
"Darkness' Irish Stout","Stout",1.046,1.014,4.13,0,17.43
"Ten Fiddy #2","Stout",1.102,1.023,10.39,82.99,50
"Bube's Bulleit Barrel Stout","Stout",1.089,1.017,9.42,0,38.48
"Irish Stout","Stout",1.054,1.012,5.43,37.77,50
"Right Hand Stout","Stout",1.069,1.016,6.89,21.94,40.99
"Nice Cream Stout","Stout",1.058,1.02,4.92,25.97,37.53
"Total Eclipse","Stout",1.05,1.009,5.4,46.17,35.95
"Toasted Coconut Chocolate Sweet Stout","Stout",1.061,1.017,5.79,26.51,35.61
"Dark Matter","Stout",1.093,1.026,8.83,67.21,38.68
"German Chocolate Stout","Stout",1.061,1.013,6.3,25.74,34.96
"Russian imperial stout","Stout",1.083,1.02,8.37,36.2,31.62
"Pratt dry stout","Stout",9.75187,2.49722,3.84,18.07,30.53
"Dave's Brew Dark ale","Stout",1.044,1.004,5.21,23.81,50
"Irish Stout II.","Stout",1.057,1.014,5.64,39.6,39.18
"DRY STOUT","Stout",1.041,1.008,4.37,38.88,42.84
"Strong Stout","Stout",1.084,1.019,8.63,64.1,33.58
"Black Forrest Cake Cake Cake","Stout",1.079,1.02,7.71,41.47,50
"S?ODKI MILK STA?T","Stout",16.258,5.38538,5.95,20.52,36.07
"Dark Lord Clone","Stout",1.13,1.022,14.16,50.87,50
"RIS","Stout",1.102,1.019,10.82,101.37,46.45
"BBCO | Puzzles & Pagans","Stout",1.117,1.029,11.47,82.36,50
"Coco & Coffe STOUT","Stout",1.059,1.015,5.73,12.23,26.82
"Coffee Imperial Stout","Stout",1.11,1.031,10.37,54.46,50
"Kane Rally","Stout",1.077,1.021,7.33,67.3,48.05
"Chocolate Milk Stout","Stout",1.107,1.028,10.44,30.45,48.02
"Boa noite Cinderela!","Stout",1.085,1.017,8.9,69.38,33.93
"Vanilla Stout","Stout",1.086,1.02,8.76,88.13,41.07
"Russian Imperial Stout","Stout",1.081,1.009,9.44,156.18,50
"Walnut Stout","Stout",1.095,1.016,10.45,55.97,50
"Double mash stout","Stout",1.101,1.028,9.58,41.85,37.8
"Vanilla Latte Stout","Stout",1.049,1.015,4.46,30.01,40.22
"Black Dog","Stout",1.09,1.021,9.13,88.64,50
"Imperial Goat Milk","Stout",1.058,1.017,5.31,73.21,49.96
"Yankee Breakfast","Stout",1.101,1.015,11.25,68.37,44.35
"Fait of the Chocolate Vanilla Stout","Stout",1.08,1.019,8.07,71.69,50
"Vanilla Bourbon Imp stout","Stout",1.093,1.023,9.2,0,50
"Awesome Recipe","Stout",1.087,1.022,8.59,64.27,50
"Vanilla Stout","Stout",1.056,1.013,5.66,24.2,37.17
"Porter","Stout",1.072,1.02,6.87,59.28,37.34
"Warming imperial stout","Stout",1.075,1.01,8.51,81.46,30.16
"Christmas Ale 17","Stout",1.085,1.021,8.38,85.33,50
"CsigÛ Kriszti·n MÈzeskal·cs","Stout",13.7453,3.60597,5.46,19.62,32.38
"Imperial Gaytime Stout (IGS)","Stout",1.11,1.034,10.05,74.86,50
"Milk stout","Stout",12.6918,5.24117,4.02,23.08,23.66
"W i n t e r  ?  S t o u t","Stout",1.068,1.019,6.38,20.78,36.62
"Black Imperial Bastard  (Svarte Kreket )","Stout",1.102,1.025,10.13,84.5,41.19
"Hel & Verdoemenis Clone","Stout",1.094,1.022,9.37,82.56,50
"Mega Black House","Stout",1.097,1.024,9.59,78.44,50
"Bells Expedition Stout Clone","Stout",1.101,1.024,10.08,126.49,50
"Edzalaski Russian Stout","Stout",1.096,1.023,9.53,65.21,50
"Left Hand Milk Stout Clone","Stout",1.069,1.019,6.54,23.45,43.22
"Orthodoxy","Stout",1.112,1.038,9.62,78.13,50
"Imperial Coffee Stout","Stout",1.075,1.017,7.6,52.98,50
"Imperial stout","Stout",1.101,1.026,9.84,106.33,50
"Malone's Irish Stout 2-25","Stout",1.048,1.008,5.25,34.71,28.85
"Russian imp comp #2","Stout",1.107,1.019,11.51,77.33,38.14
"Cream Stout","Stout",1.057,1.016,5.32,28.69,32.02
"Imperial Stout","Stout",1.088,1.022,8.64,66.78,50
"Dry Stout","Stout",1.045,1.01,4.5,39.21,36.41
"Biscochito Stout","Stout",1.051,1.019,4.16,31.48,50
"11/10 Chocolate & Vanilla Milk Stout","Stout",1.058,1.021,4.94,30.61,50
"Competition Irish Stout","Stout",1.045,1.012,4.33,16.05,29.4
"Sweet Stout","Stout",1.051,1.012,5.11,31.48,37.36
"Stout 69","Stout",1.1,1.025,10.95,63.96,50
"Chocolate Raspberry Stout","Stout",1.059,1.021,4.93,29.38,39.88
"Uranus","Stout",1.098,1.017,10.69,90.14,50
"Imperial Stout","Stout",1.092,1.027,8.51,151.15,50
"Coffee Stout","Stout",1.053,1.014,5.22,27.49,38.11
"Silent Man of the Night ( Russian Vanilla Oa...","Stout",1.087,1.026,7.96,76.04,36.83
"'Choccy Star' Milk Stout","Stout",1.061,1.017,5.85,31.54,38.11
"MFogato","Stout",1.124,1.017,13.98,70.73,50
"Snowflake Stout","Stout",1.092,1.023,9.05,44.12,50
"Ursa Major","Stout",1.081,1.02,7.96,38.52,39.48
"Coffee Stout","Stout",1.075,1.011,8.48,45.84,50
"Vanilla latte sweet stout","Stout",1.058,1.02,5.01,35.91,34.92
"Chocolate MIlk Stout","Stout",1.052,1.012,5.16,30.84,44.71
"Espresso Stout","Stout",1.061,1.016,5.8,0,32.74
"Tsar Bomba","Stout",1.113,1.04,9.54,70.57,34.61
"AG14 Russian Stout","Stout",1.075,1.017,7.62,66.31,36.55
"Historic Oatmeal Stout Porter","Stout",1.075,1.018,7.51,64.5,39.13
"Luck of the Irish Stout","Stout",1.096,1.025,9.39,39.42,42.03
"Armata","Stout",1.155,1.022,17.44,87.74,50
"Irish Extra 110L","Stout",1.06,1.013,6.11,37.27,41.55
"XocaMaybe Ver2","Stout",1.085,1.025,8.44,55.12,38.79
"Ode To Fremont Dark Star - Coffee Edition...","Stout",1.112,1.029,10.9,52.67,48.93
"Classic Stout","Stout",1.045,1.011,4.43,30.22,34.73
"Stoutie (Stout + Tea) w/ Sorachi Ace","Stout",1.088,1.023,8.57,34.04,46.88
"Wimperial Stout","Stout",1.075,1.021,7.12,81.55,29.12
"Black Anchor Stout","Stout",1.05,1.012,4.89,38.41,49.71
"Tropical Stout","Stout",1.065,1.02,5.91,90.74,27.31
"Takomo Oatmeal Milk Stout II","Stout",1.064,1.022,5.48,21.73,37.51
"Coco Loco","Stout",1.042,1.014,3.65,24.37,22.52
"Knusern","Stout",1.125,1.021,13.7,93.5,50
"Ozarks Community Brew","Stout",1.083,1.019,8.32,69.91,40.17
"Coco Nuts","Stout",1.088,1.026,8.11,33.5,50
"Chocolate cherry milk stout","Stout",1.063,1.013,6.54,21.93,44.5
"Svart som Natten 2017","Stout",1.106,1.028,11.46,71.6,50
"Imp Coffee stout","Stout",1.094,1.022,9.48,103.89,40.88
"Sweet stout","Stout",12.8953,4.60352,4.47,42.94,38.19
"Irish Stout","Stout",1.043,1.01,4.39,35.23,35.61
"Stout","Stout",1.09,1.02,9.28,48.41,33.98
"Randy's Irish Extra Stout","Stout",1.059,1.014,5.93,46.72,37.26
