Date/Time,Unit,Value,a
08-06-16 21:38:01,%RH,50,367
08-06-16 22:38:01,%RH,37,738
08-06-16 23:38:01,%RH,43,12
09-06-16 0:38:01,%RH,46,436
09-06-16 1:38:01,%RH,47,752
09-06-16 2:38:01,%RH,48,408
09-06-16 3:38:01,%RH,49,716
09-06-16 4:38:01,%RH,49,716
09-06-16 5:38:01,%RH,50,367
09-06-16 6:38:01,%RH,51,017
09-06-16 7:38:01,%RH,52,312
09-06-16 8:38:01,%RH,58,069
09-06-16 9:38:01,%RH,45,114
09-06-16 10:38:01,%RH,43,12
09-06-16 11:38:01,%RH,43,12
09-06-16 12:38:01,%RH,43,786
09-06-16 13:38:01,%RH,42,453
09-06-16 14:38:01,%RH,32,951
09-06-16 15:38:01,%RH,35,011
09-06-16 16:38:01,%RH,34,326
09-06-16 17:38:01,%RH,35,011
09-06-16 18:38:01,%RH,56,163
09-06-16 19:38:01,%RH,67,398
09-06-16 20:38:01,%RH,72,835
09-06-16 21:38:01,%RH,73,432
09-06-16 22:38:01,%RH,75,805
09-06-16 23:38:01,%RH,75,805
10-06-16 0:38:01,%RH,79,9
10-06-16 1:38:01,%RH,83,923
10-06-16 2:38:01,%RH,84,492
10-06-16 3:38:01,%RH,84,492
10-06-16 4:38:01,%RH,85,625
10-06-16 5:38:01,%RH,85,625
10-06-16 6:38:01,%RH,84,492
10-06-16 7:38:01,%RH,83,923
10-06-16 8:38:01,%RH,82,781
10-06-16 9:38:01,%RH,77,569
10-06-16 10:38:01,%RH,74,028
10-06-16 11:38:01,%RH,71,637
10-06-16 12:38:01,%RH,73,432
10-06-16 13:38:01,%RH,64,325
10-06-16 14:38:01,%RH,63,706
10-06-16 15:38:01,%RH,55,525
10-06-16 16:38:01,%RH,61,215
10-06-16 17:38:01,%RH,67,398
10-06-16 18:38:01,%RH,71,036
10-06-16 19:38:01,%RH,75,214
10-06-16 20:38:01,%RH,77,569
10-06-16 21:38:01,%RH,80,479
10-06-16 22:38:01,%RH,81,633
10-06-16 23:38:01,%RH,85,059
11-06-16 0:38:01,%RH,85,059
11-06-16 1:38:01,%RH,85,059
11-06-16 2:38:01,%RH,85,625
11-06-16 3:38:01,%RH,86,753
11-06-16 4:38:01,%RH,86,753
11-06-16 5:38:01,%RH,86,753
11-06-16 6:38:01,%RH,86,19
11-06-16 7:38:01,%RH,86,19
11-06-16 8:38:01,%RH,85,059
11-06-16 9:38:01,%RH,79,32
11-06-16 10:38:01,%RH,76,982
11-06-16 11:38:01,%RH,74,028
11-06-16 12:38:01,%RH,65,558
11-06-16 13:38:01,%RH,52,958
11-06-16 14:38:01,%RH,50,367
11-06-16 15:38:01,%RH,54,886
11-06-16 16:38:01,%RH,54,244
11-06-16 17:38:01,%RH,64,325
11-06-16 18:38:01,%RH,68,008
11-06-16 19:38:01,%RH,71,036
11-06-16 20:38:01,%RH,71,637
11-06-16 21:38:01,%RH,66,786
11-06-16 22:38:01,%RH,65,558
11-06-16 23:38:01,%RH,70,433
12-06-16 0:38:01,%RH,73,432
12-06-16 1:38:01,%RH,76,982
12-06-16 2:38:01,%RH,77,569
12-06-16 3:38:01,%RH,77,569
12-06-16 4:38:01,%RH,72,835
12-06-16 5:38:01,%RH,70,433
12-06-16 6:38:01,%RH,68,616
12-06-16 7:38:01,%RH,74,028
12-06-16 8:38:01,%RH,75,214
12-06-16 9:38:01,%RH,71,637
12-06-16 10:38:01,%RH,69,829
12-06-16 11:38:01,%RH,63,706
12-06-16 12:38:01,%RH,44,451
12-06-16 13:38:01,%RH,46,436
12-06-16 14:38:01,%RH,49,716
12-06-16 15:38:01,%RH,45,776
12-06-16 16:38:01,%RH,43,12
12-06-16 17:38:01,%RH,40,441
12-06-16 18:38:01,%RH,43,12
12-06-16 19:38:01,%RH,51,017
12-06-16 20:38:01,%RH,52,958
12-06-16 21:38:01,%RH,54,244
