Date/Time,Unit,Value,a
17-07-15 17:22:01,C,25,619
17-07-15 18:22:01,C,29,618
17-07-15 19:22:01,C,31,616
17-07-15 20:22:01,C,27,119
17-07-15 21:22:01,C,26,619
17-07-15 22:22:01,C,26,119
17-07-15 23:22:01,C,25,619
18-07-15 0:22:01,C,24,619
18-07-15 1:22:01,C,24,119
18-07-15 2:22:01,C,23,619
18-07-15 3:22:01,C,23,119
18-07-15 4:22:01,C,22,618
18-07-15 5:22:01,C,22,118
18-07-15 6:22:01,C,21,618
18-07-15 7:22:01,C,21,618
18-07-15 8:22:01,C,22,118
18-07-15 9:22:01,C,23,119
18-07-15 10:22:01,C,24,119
18-07-15 11:22:01,C,24,619
18-07-15 12:22:01,C,25,619
18-07-15 13:22:01,C,26,119
18-07-15 14:22:01,C,27,119
18-07-15 15:22:01,C,28,119
18-07-15 16:22:01,C,28,618
18-07-15 17:22:01,C,29,118
18-07-15 18:22:01,C,29,118
18-07-15 19:22:01,C,28,618
18-07-15 20:22:01,C,28,618
18-07-15 21:22:01,C,28,119
18-07-15 22:22:01,C,27,619
18-07-15 23:22:01,C,26,119
19-07-15 0:22:01,C,25,619
19-07-15 1:22:01,C,24,619
19-07-15 2:22:01,C,24,119
19-07-15 3:22:01,C,23,119
19-07-15 4:22:01,C,22,618
19-07-15 5:22:01,C,21,618
19-07-15 6:22:01,C,21,118
19-07-15 7:22:01,C,20,617
19-07-15 8:22:01,C,21,118
19-07-15 9:22:01,C,22,618
19-07-15 10:22:01,C,23,119
19-07-15 11:22:01,C,23,619
19-07-15 12:22:01,C,24,619
19-07-15 13:22:01,C,25,619
19-07-15 14:22:01,C,26,619
19-07-15 15:22:01,C,27,619
19-07-15 16:22:01,C,28,119
19-07-15 17:22:01,C,28,618
19-07-15 18:22:01,C,28,618
19-07-15 19:22:01,C,28,119
19-07-15 20:22:01,C,28,119
19-07-15 21:22:01,C,28,119
19-07-15 22:22:01,C,27,619
19-07-15 23:22:01,C,27,119
20-07-15 0:22:01,C,26,619
20-07-15 1:22:01,C,26,119
20-07-15 2:22:01,C,25,619
20-07-15 3:22:01,C,25,119
20-07-15 4:22:01,C,24,619
20-07-15 5:22:01,C,24,119
20-07-15 6:22:01,C,23,619
20-07-15 7:22:01,C,23,119
20-07-15 8:22:01,C,23,619
20-07-15 9:22:01,C,24,119
20-07-15 10:22:01,C,25,119
20-07-15 11:22:01,C,26,619
20-07-15 12:22:01,C,27,119
20-07-15 13:22:01,C,27,619
20-07-15 14:22:01,C,28,618
20-07-15 15:22:01,C,29,118
20-07-15 16:22:01,C,29,618
20-07-15 17:22:01,C,30,118
20-07-15 18:22:01,C,30,118
20-07-15 19:22:01,C,29,118
20-07-15 20:22:01,C,28,119
20-07-15 21:22:01,C,27,619
20-07-15 22:22:01,C,27,119
20-07-15 23:22:01,C,26,619
21-07-15 0:22:01,C,26,119
21-07-15 1:22:01,C,25,619
21-07-15 2:22:01,C,25,119
21-07-15 3:22:01,C,24,619
21-07-15 4:22:01,C,24,119
21-07-15 5:22:01,C,23,619
21-07-15 6:22:01,C,21,618
21-07-15 7:22:01,C,19,616
21-07-15 8:22:01,C,24,119
21-07-15 9:22:01,C,31,616
21-07-15 10:22:01,C,34,613
21-07-15 11:22:01,C,37,109
21-07-15 12:22:01,C,59,031
21-07-15 13:22:01,C,50,072
21-07-15 14:22:01,C,54,553
21-07-15 15:22:01,C,29,618
21-07-15 16:22:01,C,11,103
21-07-15 17:22:01,C,14,61
21-07-15 18:22:01,C,15,611
21-07-15 19:22:01,C,13,608
21-07-15 20:22:01,C,14,109
21-07-15 21:22:01,C,13,608
21-07-15 22:22:01,C,13,608
21-07-15 23:22:01,C,13,608
22-07-15 0:22:01,C,13,107
22-07-15 1:22:01,C,13,107
22-07-15 2:22:01,C,13,107
22-07-15 3:22:01,C,12,105
22-07-15 4:22:01,C,12,105
