Date/Time,Unit,Value,a
01-07-15 7:49:01,%RH,54,242
01-07-15 8:49:01,%RH,47,471
01-07-15 9:49:01,%RH,52,415
01-07-15 10:49:01,%RH,43,694
01-07-15 11:49:01,%RH,21,172
01-07-15 12:49:01,%RH,27,319
01-07-15 13:49:01,%RH,53,635
01-07-15 14:49:01,%RH,60,814
01-07-15 15:49:01,%RH,66,043
01-07-15 16:49:01,%RH,70,018
01-07-15 17:49:01,%RH,75,557
01-07-15 18:49:01,%RH,80,932
01-07-15 19:49:01,%RH,83,035
01-07-15 20:49:01,%RH,87,673
01-07-15 21:49:01,%RH,90,191
01-07-15 22:49:01,%RH,91,187
01-07-15 23:49:01,%RH,93,16
02-07-15 0:49:01,%RH,95,105
02-07-15 1:49:01,%RH,97,025
02-07-15 2:49:01,%RH,97,501
02-07-15 3:49:01,%RH,99,387
02-07-15 4:49:01,%RH,99,387
02-07-15 5:49:01,%RH,99,387
02-07-15 6:49:01,%RH,97,975
02-07-15 7:49:01,%RH,92,669
02-07-15 8:49:01,%RH,87,673
02-07-15 9:49:01,%RH,48,717
02-07-15 10:49:01,%RH,15,597
02-07-15 11:49:01,%RH,20,481
02-07-15 12:49:01,%RH,32,671
02-07-15 13:49:01,%RH,48,095
02-07-15 14:49:01,%RH,54,242
02-07-15 15:49:01,%RH,68,891
02-07-15 16:49:01,%RH,63,736
02-07-15 17:49:01,%RH,76,102
02-07-15 18:49:01,%RH,78,802
02-07-15 19:49:01,%RH,94,136
02-07-15 20:49:01,%RH,100
02-07-15 21:49:01,%RH,100
02-07-15 22:49:01,%RH,100
02-07-15 23:49:01,%RH,100
03-07-15 0:49:01,%RH,100
03-07-15 1:49:01,%RH,100
03-07-15 2:49:01,%RH,100
03-07-15 3:49:01,%RH,100
03-07-15 4:49:01,%RH,100
03-07-15 5:49:01,%RH,100
03-07-15 6:49:01,%RH,100
03-07-15 7:49:01,%RH,100
03-07-15 8:49:01,%RH,100
03-07-15 9:49:01,%RH,100
03-07-15 10:49:01,%RH,21,172
03-07-15 11:49:01,%RH,35,962
03-07-15 12:49:01,%RH,30,008
03-07-15 13:49:01,%RH,84,596
03-07-15 14:49:01,%RH,100
03-07-15 15:49:01,%RH,100
03-07-15 16:49:01,%RH,100
03-07-15 17:49:01,%RH,100
03-07-15 18:49:01,%RH,100
03-07-15 19:49:01,%RH,100
03-07-15 20:49:01,%RH,100
03-07-15 21:49:01,%RH,100
03-07-15 22:49:01,%RH,100
03-07-15 23:49:01,%RH,100
04-07-15 0:49:01,%RH,100
04-07-15 1:49:01,%RH,100
04-07-15 2:49:01,%RH,100
04-07-15 3:49:01,%RH,100
04-07-15 4:49:01,%RH,100
04-07-15 5:49:01,%RH,100
04-07-15 6:49:01,%RH,100
04-07-15 7:49:01,%RH,100
04-07-15 8:49:01,%RH,100
04-07-15 9:49:01,%RH,100
04-07-15 10:49:01,%RH,23,236
04-07-15 11:49:01,%RH,71,697
04-07-15 12:49:01,%RH,100
04-07-15 13:49:01,%RH,100
04-07-15 14:49:01,%RH,81,987
04-07-15 15:49:01,%RH,80,932
04-07-15 16:49:01,%RH,88,18
04-07-15 17:49:01,%RH,97,975
04-07-15 18:49:01,%RH,100
04-07-15 19:49:01,%RH,100
04-07-15 20:49:01,%RH,100
04-07-15 21:49:01,%RH,100
04-07-15 22:49:01,%RH,100
04-07-15 23:49:01,%RH,100
05-07-15 0:49:01,%RH,100
05-07-15 1:49:01,%RH,100
05-07-15 2:49:01,%RH,100
05-07-15 3:49:01,%RH,100
05-07-15 4:49:01,%RH,100
05-07-15 5:49:01,%RH,100
05-07-15 6:49:01,%RH,100
05-07-15 7:49:01,%RH,100
05-07-15 8:49:01,%RH,100
05-07-15 9:49:01,%RH,100
05-07-15 10:49:01,%RH,57,254
05-07-15 11:49:01,%RH,57,254
05-07-15 12:49:01,%RH,39,858
