Date/Time,Unit,Value,a
30-06-15 20:34:01,C,32,615
30-06-15 21:34:01,C,29,118
30-06-15 22:34:01,C,28,119
30-06-15 23:34:01,C,27,119
01-07-15 0:34:01,C,26,119
01-07-15 1:34:01,C,25,619
01-07-15 2:34:01,C,24,619
01-07-15 3:34:01,C,23,619
01-07-15 4:34:01,C,23,119
01-07-15 5:34:01,C,22,618
01-07-15 6:34:01,C,22,118
01-07-15 7:34:01,C,22,118
01-07-15 8:34:01,C,24,619
01-07-15 9:34:01,C,28,618
01-07-15 10:34:01,C,32,615
01-07-15 11:34:01,C,35,611
01-07-15 12:34:01,C,34,613
01-07-15 13:34:01,C,36,61
01-07-15 14:34:01,C,37,109
01-07-15 15:34:01,C,38,107
01-07-15 16:34:01,C,36,11
01-07-15 17:34:01,C,37,109
01-07-15 18:34:01,C,26,619
01-07-15 19:34:01,C,21,618
01-07-15 20:34:01,C,18,115
01-07-15 21:34:01,C,16,112
01-07-15 22:34:01,C,15,111
01-07-15 23:34:01,C,14,61
02-07-15 0:34:01,C,13,608
02-07-15 1:34:01,C,13,107
02-07-15 2:34:01,C,13,107
02-07-15 3:34:01,C,12,606
02-07-15 4:34:01,C,12,105
02-07-15 5:34:01,C,13,107
02-07-15 6:34:01,C,17,113
02-07-15 7:34:01,C,25,619
02-07-15 8:34:01,C,32,116
02-07-15 9:34:01,C,46,584
02-07-15 10:34:01,C,61,02
02-07-15 11:34:01,C,54,553
02-07-15 12:34:01,C,36,61
02-07-15 13:34:01,C,35,112
02-07-15 14:34:01,C,42,098
02-07-15 15:34:01,C,34,613
02-07-15 16:34:01,C,27,619
02-07-15 17:34:01,C,26,119
02-07-15 18:34:01,C,25,619
02-07-15 19:34:01,C,23,119
02-07-15 20:34:01,C,19,616
02-07-15 21:34:01,C,19,116
02-07-15 22:34:01,C,18,615
02-07-15 23:34:01,C,18,115
03-07-15 0:34:01,C,17,113
03-07-15 1:34:01,C,17,614
03-07-15 2:34:01,C,17,113
03-07-15 3:34:01,C,17,113
03-07-15 4:34:01,C,17,113
03-07-15 5:34:01,C,17,614
03-07-15 6:34:01,C,18,615
03-07-15 7:34:01,C,23,119
03-07-15 8:34:01,C,32,116
03-07-15 9:34:01,C,44,591
03-07-15 10:34:01,C,61,02
03-07-15 11:34:01,C,56,543
03-07-15 12:34:01,C,34,113
03-07-15 13:34:01,C,32,615
03-07-15 14:34:01,C,24,119
