Date/Time,Unit,Value,a
19-06-2016 12:50,C,22,697
19-06-2016 13:50,C,22,697
19-06-2016 14:50,C,21,196
19-06-2016 15:50,C,21,196
19-06-2016 16:50,C,21,696
19-06-2016 17:50,C,22,196
19-06-2016 18:50,C,23,197
19-06-2016 19:50,C,23,697
19-06-2016 20:50,C,22,697
19-06-2016 21:50,C,23,197
19-06-2016 22:50,C,23,197
19-06-2016 23:50,C,20,195
20-06-2016 0:50,C,19,193
20-06-2016 1:50,C,18,692
20-06-2016 2:50,C,18,692
20-06-2016 3:50,C,18,192
20-06-2016 4:50,C,18,192
20-06-2016 5:50,C,17,691
20-06-2016 6:50,C,17,691
20-06-2016 7:50,C,17,691
20-06-2016 8:50,C,15,687
20-06-2016 9:50,C,19,193
20-06-2016 10:50,C,23,697
20-06-2016 11:50,C,24,697
20-06-2016 12:50,C,28,196
20-06-2016 13:50,C,47,135
20-06-2016 14:50,C,29,195
20-06-2016 15:50,C,30,693
20-06-2016 16:50,C,40,666
20-06-2016 17:50,C,24,697
20-06-2016 18:50,C,22,697
20-06-2016 19:50,C,18,192
20-06-2016 20:50,C,14,183
20-06-2016 21:50,C,11,174
20-06-2016 22:50,C,8,162
20-06-2016 23:50,C,6,656
21-06-2016 0:50,C,5,149
21-06-2016 1:50,C,4,144
21-06-2016 2:50,C,3,641
21-06-2016 3:50,C,2,635
21-06-2016 4:50,C,1,63
21-06-2016 5:50,C,1,127
21-06-2016 6:50,C,3,641
21-06-2016 7:50,C,8,162
21-06-2016 8:50,C,17,691
21-06-2016 9:50,C,29,195
21-06-2016 10:50,C,24,197
21-06-2016 11:50,C,26,197
21-06-2016 12:50,C,29,694
21-06-2016 13:50,C,49,123
21-06-2016 14:50,C,29,694
21-06-2016 15:50,C,31,692
21-06-2016 16:50,C,43,155
21-06-2016 17:50,C,26,697
21-06-2016 18:50,C,24,197
21-06-2016 19:50,C,20,695
21-06-2016 20:50,C,17,19
21-06-2016 21:50,C,13,18
21-06-2016 22:50,C,10,17
21-06-2016 23:50,C,8,162
22-06-2016 0:50,C,6,153
22-06-2016 1:50,C,5,149
22-06-2016 2:50,C,3,641
22-06-2016 3:50,C,3,138
22-06-2016 4:50,C,2,133
22-06-2016 5:50,C,1,63
22-06-2016 6:50,C,3,641
22-06-2016 7:50,C,9,166
22-06-2016 8:50,C,18,192
22-06-2016 9:50,C,28,696
22-06-2016 10:50,C,24,697
22-06-2016 11:50,C,25,697
22-06-2016 12:50,C,29,694
22-06-2016 13:50,C,47,632
22-06-2016 14:50,C,29,195
22-06-2016 15:50,C,29,694
22-06-2016 16:50,C,40,168
22-06-2016 17:50,C,25,197
22-06-2016 18:50,C,22,196
22-06-2016 19:50,C,18,692
22-06-2016 20:50,C,15,687
22-06-2016 21:50,C,12,679
22-06-2016 22:50,C,10,672
22-06-2016 23:50,C,9,166
23-06-2016 0:50,C,8,162
23-06-2016 1:50,C,6,656
23-06-2016 2:50,C,5,651
23-06-2016 3:50,C,4,646
23-06-2016 4:50,C,2,635
23-06-2016 5:50,C,1,63
23-06-2016 6:50,C,3,641
23-06-2016 7:50,C,9,166
23-06-2016 8:50,C,18,192
23-06-2016 9:50,C,27,197
23-06-2016 10:50,C,22,196
23-06-2016 11:50,C,23,197
23-06-2016 12:50,C,24,697
23-06-2016 13:50,C,25,197
23-06-2016 14:50,C,27,197
23-06-2016 15:50,C,28,696
