Date/Time,Unit,Value,a
17-07-2016 22:29,%RH,46,9
17-07-2016 23:29,%RH,50,26
18-07-2016 0:29,%RH,48,78
18-07-2016 1:29,%RH,47,528
18-07-2016 2:29,%RH,47,528
18-07-2016 3:29,%RH,47,528
18-07-2016 4:29,%RH,47,528
18-07-2016 5:29,%RH,47,528
18-07-2016 6:29,%RH,48,155
18-07-2016 7:29,%RH,48,155
18-07-2016 8:29,%RH,46,9
18-07-2016 9:29,%RH,47,528
18-07-2016 10:29,%RH,46,9
18-07-2016 11:29,%RH,46,27
18-07-2016 12:29,%RH,45,639
18-07-2016 13:29,%RH,45,639
18-07-2016 14:29,%RH,45,6
18-07-2016 15:29,%RH,45,6
18-07-2016 16:29,%RH,44,371
18-07-2016 17:29,%RH,44,371
18-07-2016 18:29,%RH,45,6
18-07-2016 19:29,%RH,43,735
18-07-2016 20:29,%RH,45,6
18-07-2016 21:29,%RH,43,735
18-07-2016 22:29,%RH,43,735
18-07-2016 23:29,%RH,45,639
19-07-2016 0:29,%RH,45,639
19-07-2016 1:29,%RH,45,639
19-07-2016 2:29,%RH,46,27
19-07-2016 3:29,%RH,46,27
19-07-2016 4:29,%RH,46,27
19-07-2016 5:29,%RH,45,639
19-07-2016 6:29,%RH,46,9
19-07-2016 7:29,%RH,53,113
19-07-2016 8:29,%RH,54,946
19-07-2016 9:29,%RH,51,883
19-07-2016 10:29,%RH,48,78
19-07-2016 11:29,%RH,43,97
19-07-2016 12:29,%RH,34,664
19-07-2016 13:29,%RH,28,67
19-07-2016 14:29,%RH,27,321
19-07-2016 15:29,%RH,20,481
19-07-2016 16:29,%RH,35,978
19-07-2016 17:29,%RH,41,817
19-07-2016 18:29,%RH,46,27
19-07-2016 19:29,%RH,51,883
19-07-2016 20:29,%RH,60,362
19-07-2016 21:29,%RH,65,65
19-07-2016 22:29,%RH,67,385
19-07-2016 23:29,%RH,70,812
20-07-2016 0:29,%RH,71,942
20-07-2016 1:29,%RH,69,676
20-07-2016 2:29,%RH,67,96
20-07-2016 3:29,%RH,70,245
20-07-2016 4:29,%RH,71,942
20-07-2016 5:29,%RH,72,504
20-07-2016 6:29,%RH,74,739
20-07-2016 7:29,%RH,68,534
20-07-2016 8:29,%RH,40,53
20-07-2016 9:29,%RH,34,664
20-07-2016 10:29,%RH,35,978
20-07-2016 11:29,%RH,26,644
20-07-2016 12:29,%RH,35,978
20-07-2016 13:29,%RH,35,322
20-07-2016 14:29,%RH,31,35
20-07-2016 15:29,%RH,19,94
20-07-2016 16:29,%RH,37,939
20-07-2016 17:29,%RH,38,589
20-07-2016 18:29,%RH,45,639
20-07-2016 19:29,%RH,54,337
20-07-2016 20:29,%RH,59,169
20-07-2016 21:29,%RH,65,65
