Date/Time,Unit,Value,a
12-06-2015 7:24,%RH,45,173
12-06-2015 8:24,%RH,45,801
12-06-2015 9:24,%RH,37,513
12-06-2015 10:24,%RH,0,
12-06-2015 11:24,%RH,0,
12-06-2015 12:24,%RH,0,
12-06-2015 13:24,%RH,0,
12-06-2015 14:24,%RH,0,
12-06-2015 15:24,%RH,5,3
12-06-2015 16:24,%RH,6,743
12-06-2015 17:24,%RH,6,743
12-06-2015 18:24,%RH,11,742
12-06-2015 19:24,%RH,37,513
12-06-2015 20:24,%RH,72,402
12-06-2015 21:24,%RH,97,211
12-06-2015 22:24,%RH,100,
12-06-2015 23:24,%RH,100,
13-06-2015 0:24,%RH,100,
13-06-2015 1:24,%RH,100,
13-06-2015 2:24,%RH,100,
13-06-2015 3:24,%RH,100,
13-06-2015 4:24,%RH,100,
13-06-2015 5:24,%RH,100,
13-06-2015 6:24,%RH,100,
13-06-2015 7:24,%RH,100,
13-06-2015 8:24,%RH,20,129
13-06-2015 9:24,%RH,14,563
13-06-2015 10:24,%RH,0,
13-06-2015 11:24,%RH,0,
13-06-2015 12:24,%RH,0,
13-06-2015 13:24,%RH,18,54
13-06-2015 14:24,%RH,0,
13-06-2015 15:24,%RH,6,22
13-06-2015 16:24,%RH,11,742
13-06-2015 17:24,%RH,12,449
13-06-2015 18:24,%RH,16,662
13-06-2015 19:24,%RH,27,616
13-06-2015 20:24,%RH,67,909
13-06-2015 21:24,%RH,94,798
13-06-2015 22:24,%RH,100,
13-06-2015 23:24,%RH,100,
14-06-2015 0:24,%RH,100,
14-06-2015 1:24,%RH,100,
14-06-2015 2:24,%RH,100,
14-06-2015 3:24,%RH,100,
14-06-2015 4:24,%RH,100,
14-06-2015 5:24,%RH,100,
14-06-2015 6:24,%RH,100,
14-06-2015 7:24,%RH,100,
14-06-2015 8:24,%RH,19,439
14-06-2015 9:24,%RH,10,321
14-06-2015 10:24,%RH,0,
14-06-2015 11:24,%RH,0,
14-06-2015 12:24,%RH,0,
14-06-2015 13:24,%RH,0,
14-06-2015 14:24,%RH,0,
14-06-2015 15:24,%RH,0,
14-06-2015 16:24,%RH,8,179
14-06-2015 17:24,%RH,10,321
14-06-2015 18:24,%RH,11,742
14-06-2015 19:24,%RH,21,505
14-06-2015 20:24,%RH,53,21
14-06-2015 21:24,%RH,82,136
14-06-2015 22:24,%RH,97,211
14-06-2015 23:24,%RH,100,
15-06-2015 0:24,%RH,100,
15-06-2015 1:24,%RH,100,
15-06-2015 2:24,%RH,100,
15-06-2015 3:24,%RH,100,
15-06-2015 4:24,%RH,100,
15-06-2015 5:24,%RH,100,
15-06-2015 6:24,%RH,100,
15-06-2015 7:24,%RH,100,
15-06-2015 8:24,%RH,17,359
15-06-2015 9:24,%RH,9,609
15-06-2015 10:24,%RH,0,
15-06-2015 11:24,%RH,13,156
15-06-2015 12:24,%RH,18,747
15-06-2015 13:24,%RH,22,874
15-06-2015 14:24,%RH,24,916
15-06-2015 15:24,%RH,24,916
15-06-2015 16:24,%RH,25,593
15-06-2015 17:24,%RH,26,269
15-06-2015 18:24,%RH,27,616
15-06-2015 19:24,%RH,28,287
15-06-2015 20:24,%RH,28,956
15-06-2015 21:24,%RH,30,29
15-06-2015 22:24,%RH,31,618
15-06-2015 23:24,%RH,32,279
16-06-2015 0:24,%RH,32,939
16-06-2015 1:24,%RH,33,598
16-06-2015 2:24,%RH,34,254
16-06-2015 3:24,%RH,34,909
16-06-2015 4:24,%RH,35,563
16-06-2015 5:24,%RH,36,215
16-06-2015 6:24,%RH,36,865
