Date/Time,Unit,Value,a
07-07-15 21:21:01,%RH,48,719
07-07-15 22:21:01,%RH,50,016
07-07-15 23:21:01,%RH,48,719
08-07-15 0:21:01,%RH,50,016
08-07-15 1:21:01,%RH,50,662
08-07-15 2:21:01,%RH,51,307
08-07-15 3:21:01,%RH,51,95
08-07-15 4:21:01,%RH,53,231
08-07-15 5:21:01,%RH,53,231
08-07-15 6:21:01,%RH,54,507
08-07-15 7:21:01,%RH,55,143
08-07-15 8:21:01,%RH,60,173
08-07-15 9:21:01,%RH,57,67
08-07-15 10:21:01,%RH,53,87
08-07-15 11:21:01,%RH,22,23
08-07-15 12:21:01,%RH,42,81
08-07-15 13:21:01,%RH,32,003
08-07-15 14:21:01,%RH,42,146
08-07-15 15:21:01,%RH,43,472
08-07-15 16:21:01,%RH,100
08-07-15 17:21:01,%RH,100
08-07-15 18:21:01,%RH,100
08-07-15 19:21:01,%RH,100
08-07-15 20:21:01,%RH,100
08-07-15 21:21:01,%RH,100
08-07-15 22:21:01,%RH,100
08-07-15 23:21:01,%RH,100
09-07-15 0:21:01,%RH,100
09-07-15 1:21:01,%RH,100
09-07-15 2:21:01,%RH,100
09-07-15 3:21:01,%RH,100
09-07-15 4:21:01,%RH,100
09-07-15 5:21:01,%RH,100
09-07-15 6:21:01,%RH,100
09-07-15 7:21:01,%RH,100
09-07-15 8:21:01,%RH,100
09-07-15 9:21:01,%RH,100
09-07-15 10:21:01,%RH,45,451
09-07-15 11:21:01,%RH,41,48
09-07-15 12:21:01,%RH,100
09-07-15 13:21:01,%RH,100
09-07-15 14:21:01,%RH,100
09-07-15 15:21:01,%RH,100
09-07-15 16:21:01,%RH,100
09-07-15 17:21:01,%RH,100
09-07-15 18:21:01,%RH,100
09-07-15 19:21:01,%RH,100
09-07-15 20:21:01,%RH,100
09-07-15 21:21:01,%RH,100
09-07-15 22:21:01,%RH,100
09-07-15 23:21:01,%RH,100
10-07-15 0:21:01,%RH,100
10-07-15 1:21:01,%RH,100
10-07-15 2:21:01,%RH,100
10-07-15 3:21:01,%RH,100
10-07-15 4:21:01,%RH,100
10-07-15 5:21:01,%RH,100
10-07-15 6:21:01,%RH,100
10-07-15 7:21:01,%RH,100
10-07-15 8:21:01,%RH,100
10-07-15 9:21:01,%RH,48,069
10-07-15 10:21:01,%RH,58,924
10-07-15 11:21:01,%RH,46,108
10-07-15 12:21:01,%RH,53,231
10-07-15 13:21:01,%RH,46,108
10-07-15 14:21:01,%RH,36,778
10-07-15 15:21:01,%RH,53,231
10-07-15 16:21:01,%RH,58,298
10-07-15 17:21:01,%RH,63,882
10-07-15 18:21:01,%RH,77,019
10-07-15 19:21:01,%RH,84,44
10-07-15 20:21:01,%RH,95,359
10-07-15 21:21:01,%RH,100
10-07-15 22:21:01,%RH,100
10-07-15 23:21:01,%RH,100
11-07-15 0:21:01,%RH,100
11-07-15 1:21:01,%RH,100
11-07-15 2:21:01,%RH,100
11-07-15 3:21:01,%RH,100
11-07-15 4:21:01,%RH,100
11-07-15 5:21:01,%RH,100
11-07-15 6:21:01,%RH,100
11-07-15 7:21:01,%RH,100
11-07-15 8:21:01,%RH,45,451
11-07-15 9:21:01,%RH,16,513
11-07-15 10:21:01,%RH,22,23
11-07-15 11:21:01,%RH,6,277
11-07-15 12:21:01,%RH,19,384
11-07-15 13:21:01,%RH,17,952
11-07-15 14:21:01,%RH,22,23
11-07-15 15:21:01,%RH,54,507
11-07-15 16:21:01,%RH,51,307
11-07-15 17:21:01,%RH,72,918
11-07-15 18:21:01,%RH,70,542
11-07-15 19:21:01,%RH,73,509
11-07-15 20:21:01,%RH,73,509
11-07-15 21:21:01,%RH,74,685
11-07-15 22:21:01,%RH,74,098
11-07-15 23:21:01,%RH,74,685
12-07-15 0:21:01,%RH,75,271
12-07-15 1:21:01,%RH,74,685
12-07-15 2:21:01,%RH,74,685
12-07-15 3:21:01,%RH,74,098
12-07-15 4:21:01,%RH,74,098
12-07-15 5:21:01,%RH,74,685
12-07-15 6:21:01,%RH,75,271
12-07-15 7:21:01,%RH,74,685
12-07-15 8:21:01,%RH,75,855
12-07-15 9:21:01,%RH,75,271
12-07-15 10:21:01,%RH,76,438
12-07-15 11:21:01,%RH,75,855
12-07-15 12:21:01,%RH,76,438
12-07-15 13:21:01,%RH,75,855
12-07-15 14:21:01,%RH,75,855
12-07-15 15:21:01,%RH,77,019
12-07-15 16:21:01,%RH,76,438
12-07-15 17:21:01,%RH,77,019
12-07-15 18:21:01,%RH,77,019
12-07-15 19:21:01,%RH,76,438
12-07-15 20:21:01,%RH,75,855
12-07-15 21:21:01,%RH,75,855
12-07-15 22:21:01,%RH,75,855
12-07-15 23:21:01,%RH,74,685
13-07-15 0:21:01,%RH,74,685
13-07-15 1:21:01,%RH,74,098
13-07-15 2:21:01,%RH,74,098
13-07-15 3:21:01,%RH,73,509
13-07-15 4:21:01,%RH,74,685
13-07-15 5:21:01,%RH,73,509
13-07-15 6:21:01,%RH,72,918
13-07-15 7:21:01,%RH,73,509
13-07-15 8:21:01,%RH,72,327
13-07-15 9:21:01,%RH,74,098
13-07-15 10:21:01,%RH,75,855
13-07-15 11:21:01,%RH,74,098
13-07-15 12:21:01,%RH,74,685
13-07-15 13:21:01,%RH,74,685
13-07-15 14:21:01,%RH,74,685
13-07-15 15:21:01,%RH,75,271
