Fecha,DireccionMedia,MaxVient,MinVient,VientoMedio,TempMedia,TempMin,TempMax,MaxHum,MinHum,HumedadMedia,MP25
2003-12-15,201.95646666666667,3.09908,0.0406851,1.91106134,24.05264,17.5166,27.9333,40.6,19.3333,28.556653333333333,24.208299999999998
2003-12-16,213.7716,2.88328,0.305413,1.2998922916666666,23.939904166666665,12.508299999999998,33.0916,58.6666,12.25,29.339504166666668,33.6666
2003-12-17,194.85148333333333,3.90136,0.0735531,1.6879268791666666,24.446145833333333,16.133300000000002,32.775000000000006,58.5833,17.0833,35.381929166666666,34.8333
2003-12-18,231.14670833333335,3.71074,0.639978,1.9078120416666666,21.456220833333333,13.783299999999999,28.7583,72.4164,33.5833,52.70827083333333,29.25
2003-12-19,225.33925,3.54263,0.525121,1.864877625,22.187825,14.2167,29.8083,85.3333,37.4166,58.32980416666667,27.875
2003-12-20,210.88295833333333,3.92683,0.226268,1.6772854583333334,23.462816666666665,16.6666,31.5916,80.4164,30.5,48.1041,52.0833
2003-12-21,225.535625,3.37104,0.312349,2.0091626666666667,20.0183875,11.466700000000001,27.458299999999998,82.3333,21.1667,50.159675,14.9583
2003-12-22,233.26745,3.3862,0.164658,1.62486375,22.895395,13.733299999999998,31.2,63.9166,19.6667,38.291655,24.55
2003-12-24,227.92641666666665,3.96793,0.56146,1.938308125,20.257975,12.691699999999999,27.2166,74.8333,35.4166,52.362325,26.75
2003-12-25,225.26141666666666,3.64752,0.363592,1.8622998333333334,21.2238875,12.4239,29.7,88.4164,31.3333,55.77075416666666,19.5417
2003-12-26,225.99641666666668,3.53677,0.58671,2.0876895,20.2794875,13.5583,27.3083,81.0833,30.4167,52.66299565217391,14.75
2003-12-27,224.901375,3.05981,1.02088,2.01698875,19.0603875,11.8916,26.575,69.3333,29.3333,46.25415,17.458299999999998
2003-12-28,211.29720833333334,3.20414,0.166813,1.5673111666666666,21.56525,11.466700000000001,30.724999999999998,57.5,13.3333,32.95287826086957,32
2003-12-29,219.43795833333334,3.80626,0.294072,1.7344320833333333,21.363879166666667,14.075000000000001,28.3167,65.1664,28.4167,42.194408333333335,45.12500000000001
2003-12-30,233.959375,3.76841,0.151667,1.780820375,22.1788,13.8417,29.8666,78.6664,28.4167,49.46355,37.0833
2003-12-31,225.98504166666666,3.816,0.446312,1.8991497083333333,22.151020833333334,14.9,28.5,79.25,34.1666,53.5173,37.041599999999995
2004-01-01,224.7075,3.6264,0.425234,1.7717071666666666,22.768370833333332,14.533299999999999,30.1416,84.0833,34.6666,54.107575,24.708299999999998
2004-01-02,221.65404166666667,3.68272,0.379273,1.778819,23.6951125,15.0833,32.158300000000004,79.0833,25.1667,48.97566666666667,19.625
2004-01-03,216.78345833333333,4.15524,0.565176,1.8916449166666667,23.502404166666665,14.625,31.5083,80.6664,19.25,47.909683333333334,20.3333
2004-01-04,226.9265,3.87949,0.72934,2.0439049166666665,21.913175,13.8417,30.0416,86.5833,34.5,56.26380833333333,18.4167
2004-01-05,215.06779166666666,3.62712,0.393993,1.5968989166666667,22.981916666666667,14.233299999999998,30.625,78.5833,29.0833,47.593716666666666,19.5
2004-01-06,220.69683333333333,3.73435,0.388302,1.9559606666666667,22.915945833333332,16.525,30.05,67.1664,28.5,46.93397916666667,20.208299999999998
2004-01-07,226.92570833333332,3.54239,0.580173,1.893674,21.831529166666666,14.608299999999998,28.766599999999997,83,41.1666,59.63881666666666,21.1667
2004-01-08,226.521875,3.94183,0.346636,1.947077125,21.6822625,15.5917,27.066699999999997,83.1664,47.5833,61.4617125,22.3333
2004-01-09,234.15295833333332,3.43963,0.611197,1.7846913333333334,23.176716666666668,14.241699999999998,31.116600000000002,81.75,35.4166,52.942995833333335,33.20830000000001
2004-01-10,240.08879166666668,3.33608,0.438538,1.691520375,25.177054166666668,17.125,32.508300000000006,70.0833,21.25,41.42010416666667,23.75
2004-01-11,230.28429166666666,4.0928,0.17517,1.8462180416666667,24.843029166666664,17.525,31.575,55.6666,24.25,36.968725,33.62500000000001
2004-01-12,227.53816666666665,3.63066,0.56146,1.9017838333333335,22.361774999999998,15.633299999999998,29.283299999999997,67.0833,27.8333,48.7569125,27.708299999999998
2004-01-13,225.01704166666667,3.91895,0.0790687,1.7855790291666667,21.32045833333333,15.0833,30.2583,76.8333,35.0833,57.1631375,27.0417
2004-01-14,225.401375,4.20348,0.600738,2.011425375,18.037283333333335,12.4583,22.8833,84.1818,50.25,64.92606666666667,27.9167
2004-01-15,223.21175,3.24469,0.84749,1.8364132083333333,16.575329166666666,11.258299999999998,24.3833,87.5833,44.3333,67.87313043478261,18.708299999999998
2004-01-16,219.74383333333333,3.29271,0.968966,1.8525265,16.448266666666665,11.1833,21.875,84.5833,52,67.66313333333333,19.125
2004-01-17,228.73391666666666,4.1288,0.41433,1.8014672083333334,19.116995833333334,12.125,26.966599999999996,81.0833,33.1666,57.920091666666664,24.3333
2004-01-18,220.01179166666665,3.77924,0.368329,1.801203125,20.111445833333335,12.941699999999999,27.9,79.9164,29.9167,52.29159166666667,17.1667
2004-01-19,223.54020833333334,3.47065,0.284757,1.7534657916666667,20.106570833333333,12.1667,28.8333,75.9164,27.8333,50.28120416666667,20.6667
2004-01-20,224.18166666666667,3.67294,0.579929,1.8597804583333333,18.561100833333334,9.724979999999999,27.525,95.8333,36.5,61.65967083333333,19.708299999999998
2004-01-21,224.46699999999998,3.85238,0.168646,1.9849774583333333,19.911437499999998,13.691699999999999,27.2166,81.3333,37.6666,57.72909166666667,23.75
2004-01-22,222.91541666666666,3.58801,0.435159,1.8832495416666666,18.524645833333334,11.5667,25.5916,81.75,36.75,57.545091666666664,30.0417
2004-01-23,227.43425,3.65807,0.519848,1.8407726666666666,18.150679166666666,11.608299999999998,25.4333,78.5,39.6666,57.68052083333333,25.375
2004-01-24,228.15304166666667,3.91881,0.288262,1.8044979166666666,19.39685,12.275,26.7916,79.75,33.25,53.077041666666666,20.8333
